,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
depot,0.000000,23.753073,20.380287,23.457205,19.151775,23.499919,14.313380,26.543877,23.315876,21.398016,22.261732,18.003712,23.163680,21.218396,23.731219,20.991865,26.426782,23.690705,19.805178,19.276101,26.205358,17.332422,17.150903,25.547125,25.457098,23.061675,22.797622,25.893142,27.591168,23.885340,22.010748,18.212249,25.836571,21.829739,25.297600,25.472284,21.734563,17.885090,24.599494,19.589216,24.619963,21.086612,21.772385,25.553754,18.064857,22.965925,21.870604,27.115741,22.295790,20.546739,27.126615,25.509384,17.357323,23.661906,25.826642,23.719708,23.923836,23.729955,20.577068,20.291965,29.190104,22.200465,27.887516,24.659065,25.822050,23.251168,24.489859,25.978980,23.527719,19.070805,20.528102,27.793974,26.892422,27.696674,26.699109,25.779348,26.499455,25.262016,21.648297,22.378493,29.423463,28.489125,29.295414,24.011899,20.951507,28.776143,27.879603,22.059220,24.049206,28.547496,26.259707,28.705102,28.159975,27.921772,21.202953,27.352225,27.156109,27.684579,24.916642,29.031527,26.708615,24.817689,26.844285,26.589027,26.914605,27.352381,27.489151,29.127024,24.066960,21.788434,28.613196,28.936525,28.156934,27.306308,29.792554,26.938422,29.621796,26.059112,25.994599,28.849977,26.199765,28.604840,24.360209,27.766779,24.815314,28.470952
WinMart+,27.308741,0.000000,22.723997,25.911158,28.478945,24.318121,15.421879,31.303542,24.890416,23.541623,25.190152,26.797621,25.569795,23.647416,26.116962,22.391118,29.558042,25.939744,20.917544,26.562436,30.354669,29.842494,22.811058,27.678391,26.153760,24.885305,25.084208,28.062778,30.156852,25.681672,23.344756,27.147465,27.426729,22.870233,26.917558,28.168874,22.967545,22.753883,26.085032,25.537325,30.467841,29.223600,23.006472,27.513721,24.051005,24.322767,29.335048,28.648531,23.293310,21.153610,30.213767,27.482709,22.800473,22.958050,28.049209,24.912943,25.076979,24.928653,27.284906,25.064459,31.441449,23.074897,30.674864,24.025069,27.509071,29.235091,26.652718,34.828764,24.968148,25.490133,24.357438,29.555249,28.251174,29.454813,28.908131,27.279685,34.399284,30.006654,20.822830,23.019451,31.929992,30.676285,32.600875,29.610813,23.575133,30.483686,29.986685,24.954813,25.077106,30.490255,27.478364,30.998139,29.886726,29.633547,23.979082,28.629382,28.403202,29.320862,26.009175,31.244693,27.980834,26.214524,27.890139,27.813773,28.365342,28.748568,28.856236,31.318658,25.039968,22.220095,30.425024,30.464571,29.573149,28.530116,31.644744,25.339720,31.399559,27.094102,26.747242,30.545554,26.534758,30.050275,24.593817,28.971196,25.052884,29.740077
Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,20.734940,21.592997,0.000000,20.373650,17.034970,21.221956,19.023051,23.082306,21.346952,23.484488,19.845700,23.172312,21.056374,19.214536,21.770174,24.566256,23.985577,21.753844,18.608578,23.604433,23.986424,21.725091,20.859774,23.742773,23.945428,21.461664,24.822895,24.147340,25.575497,22.312187,20.436345,22.215015,18.871170,24.337875,18.014389,23.768560,24.643884,21.046485,23.230890,19.520507,23.047454,25.169530,23.528811,24.029325,20.965605,21.755247,25.607074,21.018984,24.595673,23.707428,25.478225,24.201277,20.096008,22.640208,24.482788,22.662367,22.879323,18.274855,19.721725,22.963456,27.549998,24.293032,26.418957,23.633939,24.697804,22.289921,23.231973,29.667237,25.761825,21.776523,21.363716,26.684361,25.766386,26.351041,25.379194,24.711326,29.803344,27.541849,20.891756,23.953323,28.120112,27.250773,27.771994,26.803796,21.509508,27.475416,26.672509,22.706499,23.154655,27.401875,25.391573,27.486500,27.093804,26.863099,21.800040,26.478667,26.285600,26.641023,23.994848,27.857444,25.782580,23.741198,26.064055,25.721458,25.953844,26.447231,26.583417,27.982438,23.255030,23.472447,27.583383,28.016807,27.261518,26.462238,28.787425,26.185015,28.636118,25.278009,25.310406,27.852244,25.731403,27.702155,23.974269,26.910646,24.422554,27.653494
Trường Mầm non Hoa Mai,23.993930,25.655733,19.519559,0.000000,22.809734,21.674647,22.404078,18.957337,21.843743,24.251597,19.486272,25.833994,21.742869,13.581720,22.482319,23.453220,22.318085,22.504534,18.767458,25.785147,25.227434,27.659783,23.493917,24.648997,24.637766,22.074015,24.836072,23.168296,25.086501,22.997257,23.710321,26.188033,23.801783,22.437120,23.099837,24.697466,23.525502,23.364081,23.874353,25.241604,23.146100,27.475706,23.546848,23.175261,24.194502,22.257772,27.668749,25.580333,21.729893,22.180386,26.558850,24.954660,23.275901,23.095967,25.295480,21.947176,23.375549,21.913404,19.942041,24.882315,27.875600,23.496510,27.432939,24.157563,25.360389,22.686939,23.328220,31.079369,21.934737,25.242283,27.148476,27.380915,25.664539,26.359052,26.246232,25.339262,31.063015,28.700983,21.147134,26.183646,29.090886,28.122011,28.968126,28.217270,23.557522,27.770591,27.497600,25.097822,22.695145,28.200403,25.911384,28.370027,27.830255,27.561743,23.986999,26.990098,26.792829,27.342158,23.614324,28.716050,26.329979,23.941681,26.493321,26.220789,26.544120,27.004873,27.146791,28.826591,23.676407,24.793245,28.306259,28.632459,27.835486,26.968712,29.520188,26.606457,29.342543,25.706674,25.681605,28.556079,25.650107,28.310387,23.812656,27.451312,24.281228,28.176786
Trường mầm non Vườn Hồng,24.469766,26.892850,17.211317,21.051936,0.000000,22.459745,19.237982,29.726012,22.622863,25.461861,20.341828,26.938998,22.873078,19.385326,23.625380,24.323220,28.163662,23.640042,18.978800,26.721931,27.064403,28.792359,24.120326,25.955481,25.574909,22.904249,25.902192,26.814314,29.435803,23.912602,24.432127,27.087652,26.339464,22.956553,25.707443,25.958307,24.185824,23.968252,24.696129,19.463369,24.076912,28.540616,24.194698,26.374818,24.705848,22.845565,28.646804,27.935669,22.108540,22.537681,28.016730,25.834745,23.701631,23.599294,26.285725,23.818910,23.903769,23.804716,20.169220,25.534818,31.398696,23.878502,28.788215,24.710681,26.107836,23.240915,24.185257,32.508149,22.427307,25.776898,28.674841,28.274421,27.688380,29.044556,27.266587,26.023838,32.408787,29.361088,21.378735,26.598878,30.309941,29.182799,30.566163,28.970424,24.475663,30.311939,28.539401,26.339789,24.251726,29.146055,26.444193,29.516463,28.629384,28.424545,24.971175,27.680815,27.468768,28.107294,25.260233,29.836850,26.972037,25.973587,27.069580,26.882869,27.303695,27.753536,27.862411,29.952515,24.102243,25.130192,29.235834,29.446452,28.595267,27.615837,30.487144,27.157902,30.272809,26.274604,26.019677,29.409294,26.145905,29.052699,24.185198,28.043978,24.652580,28.859646
WinMart+,23.704127,23.739921,22.888656,23.990096,22.307178,0.000000,19.531555,27.696368,20.960744,23.342218,23.134489,24.351766,22.083222,22.216889,22.910151,20.814308,27.329224,21.210394,17.062128,21.089356,25.104958,27.346273,21.683337,24.833520,25.160059,20.858188,25.614766,26.581207,28.219158,22.331957,23.212601,25.379785,26.301120,22.694700,25.861245,23.918902,22.866382,23.169393,21.008337,24.369447,25.814099,27.123856,22.948774,26.284966,23.094943,21.511274,27.415155,27.477702,22.221137,20.783341,25.679349,21.560094,22.040573,24.952587,24.552186,24.240879,21.015659,24.284018,18.821730,24.088240,29.592520,23.027712,23.687801,25.941901,23.493078,20.625148,23.955195,32.207786,25.145810,24.504528,23.647928,21.382636,27.227093,28.116445,23.677321,21.394822,32.071737,28.762912,21.244892,22.957478,26.313067,25.329955,27.944895,28.195469,23.090899,29.083970,24.648494,24.311566,24.479744,25.712751,23.550666,25.668894,25.367494,25.239795,23.473260,23.936445,20.798971,23.522755,25.350847,26.227017,24.228783,25.087388,21.825515,23.206926,24.346213,23.682752,24.016240,26.434183,24.409939,22.111981,26.165207,26.919242,24.832690,23.969599,27.664910,25.369344,27.531374,23.963007,23.026367,26.551954,26.176226,26.552358,24.347899,25.674212,24.790811,26.660280
WinMart+,14.430593,31.327630,18.442107,27.011690,29.252583,24.328516,0.000000,30.732566,26.196975,24.348133,26.879799,25.258397,25.562455,25.860128,27.338387,26.299601,29.707696,26.999701,21.629178,25.635438,30.379345,21.626075,20.000605,28.137423,23.637367,26.121478,26.959598,28.732974,30.073558,26.669307,19.390959,22.695448,19.825395,25.592819,19.086024,28.759514,26.476665,20.383396,24.293361,22.291704,30.430963,28.456537,24.311416,28.333643,20.581295,25.422254,28.721492,22.250693,25.848304,24.366908,30.183788,28.131947,19.330839,25.206904,28.705432,25.823156,23.687880,19.108034,27.700640,23.458733,31.284813,25.204315,30.442719,26.275111,28.105004,25.400526,27.198646,36.171719,27.521819,21.908843,22.368129,26.379482,28.689755,29.778566,29.207550,27.781111,35.254270,29.710739,22.082444,24.448320,31.444457,30.466778,31.920883,29.483821,22.062588,30.601080,29.890094,23.947127,25.841302,30.308104,24.285854,30.660404,29.872807,29.550848,22.362314,25.187777,22.067333,29.397761,26.740313,30.855119,24.647702,21.834063,22.905538,24.520271,28.427466,25.060549,25.354577,30.894343,25.945096,23.695451,30.161166,24.845864,26.119366,25.194199,31.153716,27.010320,26.922902,24.433509,24.056931,30.303100,26.964368,25.499664,25.021606,28.974891,25.464205,25.115554
Siêu thị Đức Thành,25.944215,28.620606,22.139170,19.101068,28.086500,24.338974,24.256715,0.000000,24.398514,27.147024,23.490650,28.350407,25.270072,16.396409,25.703682,25.750092,26.741307,25.775905,20.362309,27.939204,29.358214,29.943401,25.276921,27.682348,26.855453,24.695359,27.203545,25.635610,29.424855,25.571693,25.481009,28.194641,25.445539,23.969747,24.585352,27.675127,25.255719,25.001849,25.988322,26.724952,25.779331,29.664150,25.247778,25.256538,25.586105,24.157254,29.678141,27.563989,23.138484,23.443046,29.546943,27.122713,24.554197,24.644804,27.633142,22.778271,24.950668,22.707539,21.206324,26.385786,32.310627,24.657807,30.041850,25.658124,27.170545,24.155448,25.457329,33.438167,23.329623,26.582204,28.583439,29.096372,27.432334,29.083507,28.476712,26.987691,33.248034,29.998356,22.170084,27.169940,31.277823,30.132147,31.811578,29.738770,23.962486,30.692039,29.508652,25.947342,23.537476,29.996644,27.185595,30.453624,29.443055,29.214983,24.479381,28.303383,28.098394,28.923732,24.636895,30.706202,27.676982,26.117377,27.605319,27.534176,28.046991,28.411292,28.514134,30.791853,24.919970,25.591458,29.986565,30.061212,29.226738,28.216415,31.156128,27.659045,30.945133,26.858185,26.521640,30.112765,25.938671,29.661888,23.925525,28.643969,24.412804,29.385529
WinMart+,21.543798,24.683117,20.181687,21.220535,18.830684,19.387258,21.530658,25.661746,0.000000,24.320853,20.707145,26.350082,19.105962,19.915263,19.214491,22.422018,25.945315,21.648631,16.092772,26.255596,22.769727,28.772880,23.270722,26.433146,25.676080,21.062740,25.396403,25.500178,27.369385,22.971151,23.655600,26.785321,25.433955,22.169522,24.895706,22.924505,23.420242,23.225742,24.452513,25.464241,25.884666,28.499386,23.466850,25.275505,24.206000,21.777536,28.643947,26.854158,21.142326,21.617604,25.644856,23.698920,23.125479,23.099853,24.090490,23.377620,23.502576,23.391292,18.643512,25.102172,29.213709,19.568691,24.318728,24.612555,24.428317,22.612064,23.322052,33.128078,21.601799,25.475313,27.833864,25.455118,26.721059,27.619275,25.438133,24.509597,32.887809,29.459832,20.552569,20.804482,27.173079,26.019999,28.967240,29.054598,24.252361,28.762828,25.235064,24.925486,23.807057,26.370446,23.895924,26.387332,25.963532,25.767774,24.703064,25.571883,25.343749,23.907616,24.719717,26.961604,24.579091,24.764145,25.208382,24.622704,24.732759,25.465451,25.639402,27.174117,22.750284,23.540376,26.767637,27.451010,26.533239,25.582549,28.355426,25.456474,28.184504,24.217863,24.322791,27.154877,25.940683,27.064809,24.093148,26.119386,24.546280,27.098162
Siêu Thị T-Mart,22.595783,22.778882,21.764540,25.580301,24.940480,23.186145,17.759036,29.194767,23.580405,0.000000,23.750944,24.890128,27.017460,22.811988,24.442817,16.929004,28.490386,24.426834,19.684654,20.113108,26.804427,29.046572,21.146397,26.882339,20.226674,23.469969,27.927951,27.533580,29.090188,24.557311,23.195040,26.146338,23.024082,22.447942,26.693179,26.042064,22.658748,23.094658,23.182430,24.623150,27.688243,28.571865,22.787574,27.193318,23.070422,23.251689,28.763771,24.236798,23.269206,20.033389,27.570226,22.918021,21.807904,22.772382,26.244847,24.967738,22.637465,25.035780,20.313165,24.236657,30.199379,22.955121,25.121670,24.291995,24.564455,23.797053,25.451558,35.068423,25.694948,24.776436,23.701558,25.190649,27.781686,28.730489,27.046208,22.496384,34.517751,29.665201,20.074502,22.875618,27.221517,26.273920,29.587446,29.259495,23.036020,29.583675,25.668827,24.410288,25.084221,26.524181,22.786475,26.615417,26.157644,26.042275,23.451623,24.037190,20.446775,24.447593,25.951409,27.078864,23.338960,25.515981,21.654869,23.216032,25.159199,23.761218,24.140744,27.245267,25.090915,21.944500,26.897532,23.735530,25.071071,24.081957,28.247305,25.618655,26.085343,23.437007,22.964673,27.188550,26.378741,24.531106,24.543066,23.777111,24.981091,24.236535
