,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
depot,0.000000,24.754180,21.625342,24.915512,20.306871,24.933573,15.271967,28.150687,24.750624,22.701450,23.632273,19.179430,24.584385,22.639696,25.183875,22.283099,28.061296,25.150990,21.121835,20.546361,27.837059,18.502159,18.320392,27.120785,27.027047,24.504424,24.166301,27.623814,29.297459,25.372472,23.356028,19.432599,27.557774,23.177234,26.977201,27.052226,23.076552,18.991524,26.124603,20.902568,26.175471,22.427982,23.116237,27.285346,19.314023,24.411210,23.264898,28.881955,23.752200,21.843245,28.803730,27.131076,18.598192,25.180846,27.520891,25.714771,25.448516,25.599200,21.896877,21.545893,31.109224,23.602739,29.604359,26.216769,27.499558,24.676132,25.986971,27.583671,24.946067,20.389764,21.966131,29.502846,28.933946,29.704586,28.377077,27.407447,28.129195,26.854614,23.017585,23.788485,31.241210,30.253452,31.098162,25.607491,22.323360,30.856540,29.599791,23.420204,26.208373,30.318474,27.973734,30.467929,29.929008,29.645314,22.551525,29.000558,28.807097,29.420217,26.906752,30.812826,28.361402,29.024767,28.490897,28.220061,28.573703,29.031479,29.184660,30.914412,25.674429,23.141002,30.372827,30.708168,29.874559,28.988002,31.616099,28.580396,31.425427,27.658326,27.633628,30.632770,27.993758,30.368957,26.127986,29.494455,26.557322,30.216072
WinMart+,28.570266,0.000000,24.233466,27.635019,30.259419,25.879339,16.519066,33.264050,26.507620,25.035328,26.829722,28.652780,27.215668,25.324772,27.787036,23.840161,31.495915,27.627407,22.389785,28.416043,32.360226,31.973162,24.455819,29.467127,27.849433,26.536911,26.643583,30.047364,32.126218,27.378331,24.829745,29.071807,29.360024,24.356843,28.808766,30.019546,24.461403,24.240766,27.798383,27.348343,32.509218,31.194414,24.501848,29.484820,25.807695,25.946272,31.317513,30.624754,24.904504,22.569214,32.182070,29.335010,24.519526,24.519811,29.997234,27.106736,26.771068,26.990452,29.139410,26.688053,33.629507,24.620480,32.645691,25.634430,29.401742,31.094984,28.339950,37.086124,26.527398,27.351794,26.158216,31.450566,30.506302,31.704850,30.835093,29.106601,36.604291,32.012803,22.219373,24.557623,33.999009,32.675535,34.695621,31.692392,25.209284,32.806059,31.924053,26.567245,27.425978,32.482036,29.377317,32.977557,31.878126,31.548734,25.595804,30.416811,30.191727,31.270784,28.188020,33.237060,29.800295,30.691350,29.661292,29.580154,30.185070,30.576043,30.710967,33.308953,26.808431,23.669888,32.368780,32.395715,31.441149,30.360364,33.650149,26.939064,33.379350,28.820190,28.535384,32.522988,28.453724,31.986880,26.473652,30.875639,26.908173,31.629628
Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,21.989168,22.864245,0.000000,21.640041,18.055169,22.506612,20.276571,24.457464,22.642351,24.891437,21.048378,24.643928,22.324756,20.466132,23.077114,26.048634,25.441306,23.068807,19.807824,25.110839,25.447269,23.145983,22.238492,25.174412,25.390996,22.771335,26.278691,25.708589,27.123475,23.669769,21.657704,23.654327,20.086210,25.807399,19.169895,25.210861,26.132055,22.319974,24.639731,20.784974,24.458377,26.715018,24.948727,25.602808,22.367690,23.085033,27.181342,22.339293,26.145178,25.158297,27.017936,25.687059,21.486715,24.040499,26.031651,24.519245,24.287261,19.673381,20.940167,24.349961,29.296483,25.782630,28.007823,25.082851,26.243970,23.624133,24.618945,31.457680,27.277634,23.231544,22.810231,28.286968,27.662894,28.199859,26.931758,26.226220,31.593691,29.228615,22.173054,25.419793,29.817290,28.899673,29.441349,28.521355,22.866815,29.397158,28.280147,24.075014,25.181944,29.062761,26.988511,29.135091,28.750786,28.482919,23.140393,28.036034,27.845810,28.268026,25.855540,29.526766,27.341287,27.761476,27.625398,27.262368,27.516588,28.032854,28.185062,29.659492,24.752899,24.896122,29.240211,29.691970,28.885379,28.054138,30.508202,27.743488,30.338630,26.793141,26.861270,29.533696,27.432063,29.371083,25.657140,28.546815,26.078866,29.308929
Trường Mầm non Hoa Mai,25.462543,27.171841,20.747421,0.000000,24.176717,22.989473,23.894195,20.088769,23.173354,25.708599,20.671322,27.489719,23.057268,14.474788,23.836948,24.874009,23.678289,23.870562,19.988445,27.446302,26.770748,29.486137,25.061618,26.141810,26.131790,23.427389,26.298668,24.680642,26.612033,24.403265,25.133902,27.901143,25.349094,23.798431,24.595892,26.203544,24.953133,24.784833,25.329484,26.892556,24.570335,29.176566,24.975042,24.707571,25.828155,23.625336,29.385104,27.203004,23.112355,23.544938,28.172208,26.497906,24.902057,24.538680,26.911589,23.761279,24.824580,23.605615,21.186388,26.392586,29.660212,24.944974,29.091514,25.646530,26.963878,24.052130,24.728346,32.965102,23.232203,26.945246,29.004396,29.034222,27.570954,28.225921,27.860582,26.901130,32.939160,30.468358,22.451204,27.795455,30.856261,29.832960,30.718927,30.043411,25.059002,29.731388,29.164109,26.618815,24.698330,29.919135,27.557440,30.081024,29.541727,29.232917,25.470540,28.586354,28.391996,29.021303,25.461695,30.446430,27.930681,28.005270,28.089158,27.800315,28.151273,28.632923,28.791477,30.563859,25.216588,26.305422,30.016010,30.354015,29.502829,28.600178,31.294678,28.198921,31.096881,27.256183,27.264064,30.289746,27.362048,30.025598,25.499951,29.129787,25.943866,29.873120
Trường mầm non Vườn Hồng,26.051989,28.534689,18.369517,22.458210,0.000000,23.896413,20.612104,31.572356,24.085537,27.066583,21.659324,28.801351,24.336647,20.759330,25.126458,25.888384,30.000922,25.169950,20.311975,28.582022,28.844085,30.844275,25.856612,27.623446,27.224087,24.417459,27.500921,28.705929,31.348620,25.485245,25.977621,29.002996,28.191148,24.441533,27.508590,27.656062,25.751511,25.527374,26.311157,20.840094,25.683830,30.458226,25.760240,28.259826,26.506721,24.364546,30.575771,29.856597,23.633017,24.040247,29.834170,27.569762,25.485840,25.199236,28.105796,25.917709,25.512893,25.772904,21.535373,27.181898,33.577223,25.472129,30.629937,26.360072,27.898491,24.713063,25.709587,34.606744,23.821295,27.655415,30.790542,30.080276,29.896263,31.259665,29.077843,27.760769,34.477977,31.317486,22.807831,28.370312,32.266684,31.077836,32.522746,31.001663,26.167514,32.617384,30.376539,28.035543,26.524019,31.043389,28.266567,31.394243,30.530903,30.255090,26.649678,29.401993,29.191797,29.970641,27.374688,31.732592,28.720006,30.423886,28.782255,28.583848,29.049119,29.511374,29.647035,31.849172,25.800280,26.764497,31.097123,31.306423,30.394992,29.381444,32.412427,28.865905,32.174768,27.942820,27.754138,31.307084,28.032701,30.918991,26.030739,29.881920,26.474715,30.687184
WinMart+,25.205010,25.174033,24.389558,25.548946,23.671322,0.000000,20.890145,29.386411,22.273795,24.778276,24.585662,25.986306,23.451912,23.746596,24.325788,22.109849,29.054486,22.538152,18.225091,22.513085,26.702252,29.237598,23.198502,26.377951,26.728141,22.191249,27.163908,28.399492,29.991713,23.752215,24.644659,27.119694,28.093292,24.113219,27.617106,25.431014,24.296618,24.625826,22.336185,26.040112,27.480388,28.886810,24.383254,28.106112,24.727971,22.894201,29.200852,29.306690,23.704466,22.123102,27.288456,22.960437,23.651451,26.589142,26.197988,26.325258,22.383840,26.239166,20.054903,25.592169,31.580146,24.513470,25.161118,27.615894,25.052247,21.902114,25.434550,34.218298,26.676595,26.235995,25.340315,22.711126,29.338250,30.198521,25.197484,22.775190,34.064994,30.615436,22.617744,24.435283,27.956193,26.918424,29.682996,30.109514,24.635536,31.231337,26.185807,25.827806,26.721014,27.329283,25.121051,27.262208,26.995764,26.814783,24.998668,25.394021,22.076964,25.029680,27.416911,27.853742,25.744947,29.377476,23.178515,24.645671,25.863161,25.152172,25.513590,28.073788,26.075123,23.500750,27.791771,28.585196,26.363858,25.461964,29.376641,26.932434,29.225902,25.449733,24.509933,28.210982,28.006669,28.208092,26.151448,27.299596,26.567688,28.312505
WinMart+,15.296032,33.125438,19.560824,28.636385,30.933433,25.745764,0.000000,32.485199,27.724781,25.746195,28.444284,26.780861,27.038157,27.437491,28.908955,27.819371,31.435650,28.562525,22.936489,27.176918,32.151117,22.942570,21.231800,29.758355,25.000808,27.646541,28.464676,30.467296,31.812592,28.220475,20.496333,24.065184,21.018244,27.067883,20.231896,30.425921,28.002468,21.560618,25.699837,23.635076,32.210787,30.126311,25.710866,30.053297,21.859292,26.905888,30.408216,23.571301,27.384540,25.790454,31.922913,29.781013,20.575721,26.691814,30.414532,27.819546,25.079294,20.479649,29.333545,24.808143,33.151025,26.678605,32.186258,27.811661,29.770982,26.847762,28.743950,38.251089,29.061069,23.265203,23.772910,27.887752,30.661873,31.721881,30.910862,29.404907,37.270119,31.445444,23.373708,25.875175,33.251530,32.222471,33.747274,31.248592,23.373735,32.590348,31.605111,25.321062,27.981375,32.057465,25.727591,32.410146,31.613691,31.246964,23.672986,26.595295,23.312646,31.108319,28.682526,32.614127,26.066234,25.523913,24.210813,25.917654,30.056360,26.489918,26.808362,32.655766,27.503878,25.063821,31.884862,26.258839,27.598776,26.636380,32.924910,28.538873,28.444747,25.826705,25.461392,32.044287,28.611691,26.961559,26.652909,30.652328,27.063686,26.545575
Siêu thị Đức Thành,27.636707,30.377436,23.634467,20.380360,29.831221,25.897965,25.999477,0.000000,25.979574,28.860548,25.016388,30.320253,26.891118,17.565232,27.340873,27.412172,28.492104,27.449909,21.800685,29.894427,31.296566,32.089778,27.107319,29.467758,28.593844,26.334127,28.881120,27.454417,31.345232,27.261206,27.099332,30.199886,27.244642,25.527302,26.317732,29.493852,26.898367,26.636075,27.696291,28.626527,27.508950,31.667983,26.889602,27.072579,27.462796,25.772047,31.687566,29.470217,24.743180,25.014538,31.473725,28.954437,26.414588,26.325151,29.557756,24.800017,26.639737,24.597998,22.650890,28.096864,34.565625,26.312744,31.974132,27.380527,29.045065,25.693819,27.069906,35.608903,24.782031,28.531575,30.705747,30.965196,29.634274,31.315879,30.379446,28.799591,35.382947,32.009087,23.660926,28.990208,33.308880,32.100387,33.859838,31.836840,25.629097,33.041446,31.419487,27.627807,25.757587,31.961086,29.070666,32.402598,31.410585,31.107812,26.134997,30.067176,29.865094,30.853075,26.712655,32.669082,29.481692,30.611540,29.359398,29.284573,29.850849,30.221748,30.351696,32.753603,26.686688,27.266078,31.907450,31.967875,31.070914,30.031669,33.132828,29.403096,32.894407,28.574175,28.300790,32.068251,27.822518,31.579408,25.762990,30.533209,26.228820,31.258230
WinMart+,22.896630,26.165867,21.490834,22.583277,19.970416,20.579301,23.015728,27.211393,0.000000,25.803274,21.989365,28.101003,20.279890,21.273806,20.391145,23.803822,27.562471,22.986353,17.178802,28.009754,24.200369,30.743598,24.881416,28.063015,27.261721,22.392226,26.917116,27.226655,29.066431,24.413853,25.102338,28.602731,27.148863,23.540672,26.568044,24.355459,24.869354,24.667116,25.978624,27.191728,27.535441,30.329828,24.918618,27.008749,25.900811,23.160587,30.487648,28.621459,22.537785,22.994325,27.234360,25.219903,24.800038,24.597209,25.687281,25.375545,25.014454,25.260521,19.850606,26.656801,31.153838,20.815983,25.819001,26.181578,26.030940,24.000537,24.750388,35.179682,22.905440,27.257028,29.805983,27.023944,28.775408,29.645391,27.051513,26.071891,34.915435,31.334369,21.864766,22.127551,28.856648,27.636351,30.754704,31.005229,25.856367,30.866282,26.796674,26.467900,25.973614,28.011580,25.471202,28.012263,27.609950,27.363227,26.289403,27.116033,26.888360,25.420718,26.718234,28.620728,26.105169,29.010428,26.758643,26.137088,26.261752,27.032999,27.225531,28.846336,24.285187,25.006559,28.418671,29.136467,28.156236,27.163028,30.096095,27.012478,29.905439,25.708740,25.871230,28.838702,27.735495,28.739631,25.860585,27.752804,26.287715,28.764513
Siêu Thị T-Mart,24.048536,24.162785,23.210638,27.263890,26.468165,24.642302,19.014701,30.980655,25.077828,0.000000,25.262362,26.588386,28.714042,24.409640,25.965969,17.998483,30.316834,25.979585,21.049483,21.494025,28.537088,31.090427,22.649854,28.578010,21.507292,24.994510,29.626780,29.449714,30.947390,26.145064,24.636399,27.970111,24.620254,23.874408,28.537065,27.716172,24.099881,24.571022,24.672707,26.340869,29.506374,30.461140,24.236445,29.110637,24.730562,24.772479,30.670017,25.878360,24.849768,21.347401,29.327981,24.432733,23.429950,24.292240,28.035140,27.151712,24.137127,27.086437,21.667429,25.772808,32.263463,24.462323,26.700550,25.887266,26.223562,25.283357,27.037122,37.293491,27.272577,26.557959,25.427584,26.771530,29.972977,30.895068,28.813732,23.973804,36.683304,31.610131,21.395017,24.374645,28.949077,27.951463,31.448869,31.281194,24.604586,31.805954,27.293152,25.955199,27.417290,28.222103,24.333160,28.283009,27.867134,27.691091,25.003261,25.514442,21.714924,26.042369,28.101623,28.774439,24.826350,29.908670,23.009876,24.668872,26.741658,25.249444,25.660800,28.951222,26.833026,23.348080,28.585623,25.218476,26.631674,25.595773,30.011856,27.212236,27.706276,24.905179,24.471384,28.914006,28.256007,26.080713,26.392404,25.310261,26.802965,25.753239
