,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
depot,0.000000,25.478828,22.304878,25.694782,20.911694,25.687740,15.786214,28.986646,25.504874,23.382790,24.353530,19.806129,25.329611,23.400583,25.944164,22.961226,28.922815,25.919428,21.826041,21.224362,28.698366,19.129158,18.948132,27.946264,27.851525,25.266561,24.874298,28.549961,30.195677,26.157699,24.059828,20.086195,28.478433,23.885892,27.875065,27.885404,23.782597,19.574448,26.929307,21.606268,26.999636,23.139678,23.823500,28.214997,19.986911,25.176230,24.004843,29.823113,24.528660,22.529926,29.686679,27.991422,19.270437,25.987916,28.424784,26.822227,26.256735,26.626411,22.596942,22.203854,32.132142,24.344496,30.503567,27.040965,28.391982,25.420794,26.768395,28.426527,25.680647,21.099796,22.741855,30.397915,30.049708,30.793533,29.263805,28.268728,28.982363,27.697006,23.742386,24.534328,32.195821,31.181482,32.043094,26.460345,23.054615,31.984831,30.502535,24.134544,27.416948,31.249932,28.886249,31.389843,30.864062,30.549653,23.266180,29.853519,29.666132,30.337688,28.002930,31.744320,29.230119,31.610362,29.348530,29.069789,29.440717,29.906983,30.071354,31.846541,26.532766,23.851228,31.291922,31.631303,30.767791,29.867632,32.566656,29.434355,32.363058,28.493698,28.500078,31.568038,28.956906,31.293380,27.086540,30.404300,27.496579,31.127116
WinMart+,29.477878,0.000000,25.044971,28.555280,31.196594,26.705770,17.109361,34.292484,27.363727,25.822488,27.698494,29.646342,28.085183,26.226370,28.667571,24.606285,32.523321,28.520941,23.180302,29.409380,33.424238,33.119084,25.341437,30.411037,28.745078,27.413414,27.456347,31.113057,33.168343,28.278295,25.611730,30.105836,30.397575,25.142795,29.823099,30.999951,25.251349,25.027872,28.706403,28.321560,33.594957,32.243905,25.292654,30.545869,26.756202,26.808810,32.373223,31.681063,25.766062,23.321584,33.222904,30.320952,25.452431,25.352221,31.039402,28.324601,27.671959,28.124232,30.126126,27.544004,34.798944,25.440706,33.683208,26.488727,30.411473,32.072390,29.225819,38.277328,27.340111,28.356138,27.131556,32.448555,31.740224,32.927096,31.856886,30.076267,37.764741,33.077484,22.961012,25.373947,35.090604,33.731650,35.799203,32.807870,26.082744,34.067557,32.945627,27.417603,28.740438,33.534056,30.391123,34.018415,32.934229,32.558456,26.455259,31.347597,31.128005,32.305033,29.389012,34.284757,30.760937,33.435443,30.589432,30.506051,31.141402,31.534786,31.686350,34.353354,27.755486,24.434791,33.390071,33.408337,32.418874,31.323221,34.702217,27.776321,34.415385,29.727454,29.484317,33.565883,29.486808,33.007335,27.495102,31.883001,27.910950,32.622319
Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,22.661753,23.528924,0.000000,22.300045,18.580714,23.173912,20.941402,25.166874,23.318257,25.621876,21.677279,25.424054,22.986519,21.133023,23.757935,26.823611,26.205202,23.757763,20.447033,25.912409,26.215624,23.905464,22.976603,25.922871,26.147612,23.461105,27.028917,26.542262,27.935788,24.384443,22.294578,24.423677,20.734928,26.577924,19.786524,25.969272,26.912708,22.988939,25.380904,21.461363,25.204390,27.533623,25.693902,26.446348,23.121917,23.787448,28.015595,23.041943,26.970264,25.925359,27.826485,26.474180,22.239375,24.783702,26.857135,25.549165,25.032681,20.441352,21.585853,25.075798,30.226570,26.569315,28.838035,25.848251,27.065799,24.319683,25.341084,32.395878,28.060489,24.014214,23.589969,29.124339,28.698804,29.201900,27.750680,27.026303,32.528658,30.119268,22.850214,26.194148,30.706447,29.764921,30.314177,29.438606,23.589672,30.438789,29.121783,24.791551,26.316395,29.934225,27.837911,29.995071,29.624867,29.330716,23.849708,28.839565,28.655362,29.126255,26.880020,30.397404,28.158488,30.232838,28.436357,28.062899,28.331018,28.857294,29.020361,30.531590,25.551868,25.641691,30.103162,30.562285,29.727315,28.884428,31.402529,28.551541,31.220956,27.582249,27.679306,30.413272,28.344144,30.243094,26.568905,29.406093,26.971078,30.170562
Trường Mầm non Hoa Mai,26.238225,27.963312,21.389861,0.000000,24.884324,23.675713,24.687081,20.675031,23.870105,26.468233,21.293563,28.370269,23.745713,14.951932,24.545245,25.619510,24.394622,24.588825,20.640924,28.332520,27.585169,30.464570,25.902699,26.924744,26.916247,24.142382,27.054876,25.489995,27.415004,25.145652,25.878512,28.818788,26.176974,24.514301,25.395939,26.997737,25.704164,25.533269,26.097159,27.777427,25.325426,30.079663,25.726626,25.530551,26.708436,24.349595,30.296713,28.068317,23.849952,24.268180,29.021623,27.317368,25.783382,25.305948,27.774519,24.768092,25.593459,24.535686,21.847092,27.185150,30.612300,25.711720,29.960268,26.434923,27.817734,24.765573,25.459129,33.955600,23.904000,27.862632,30.006219,29.900150,28.613340,29.238980,28.714016,27.727872,33.921247,31.403671,23.141940,28.648465,31.783299,30.732842,31.636489,31.020232,25.859987,30.795473,30.038565,27.417014,25.819785,30.822985,28.434432,30.975616,30.446526,30.109579,26.257298,29.411944,29.223723,29.908975,26.479680,31.350987,28.771781,30.501683,28.919969,28.622822,28.990774,29.481391,29.651191,31.469371,26.039418,27.099113,30.908573,31.250514,30.369341,29.453051,32.219065,29.026540,32.008208,28.065055,28.100573,31.198683,28.281504,30.923817,26.415210,30.013217,26.840673,30.758056
Trường mầm non Vườn Hồng,26.895087,29.403413,18.984186,23.204562,0.000000,24.656433,21.349813,32.542764,24.861344,27.914441,22.359207,29.800361,25.112265,21.498950,25.920629,26.718708,30.978216,25.982733,21.029419,29.581339,29.791507,31.950281,26.793492,28.506861,28.098339,25.223289,28.337335,29.724297,32.364408,26.322304,26.794465,30.034821,29.187536,25.229377,28.477231,28.558530,26.582301,26.355533,27.169943,21.581829,26.541248,31.482607,26.590934,29.277016,27.481270,25.174117,31.606156,30.886276,24.450498,24.841320,30.798334,28.496078,26.455995,26.054500,29.082161,27.083688,26.371152,26.856547,22.264379,28.052971,34.744685,26.320363,31.602539,27.238191,28.856408,25.489136,26.512446,35.717519,24.550137,28.671072,31.936497,31.034032,31.106202,32.465170,30.040996,28.685249,35.570178,32.358646,23.568846,29.313019,33.302004,32.081735,33.556503,32.092754,27.074048,33.871983,31.347984,28.932345,27.796498,32.048272,29.241876,32.384428,31.541994,31.222831,27.544268,30.300792,30.096302,30.961531,28.541673,32.732201,29.645345,33.149032,29.682203,29.477890,29.968858,30.436074,30.588036,32.847104,26.711621,27.628961,32.077660,32.284306,31.339469,30.312700,33.425108,29.762384,33.172669,28.821925,28.676798,32.310482,29.050484,31.904859,27.035257,30.856464,27.461393,31.649719
WinMart+,25.998629,25.928290,25.182998,26.373556,24.385545,0.000000,21.617223,30.271398,22.968294,25.534553,25.354522,26.860888,24.175468,24.568155,25.072780,22.795648,29.970307,23.242133,18.849784,23.276613,27.551061,30.255396,24.014801,27.194465,27.558034,22.900047,27.971892,29.376974,30.931518,24.507018,25.399750,28.055762,29.056391,24.864660,28.560210,26.233653,25.054447,25.398368,23.041318,26.939240,28.368391,29.827457,25.143416,29.087899,25.610904,23.630408,30.153667,30.286102,24.499101,22.836604,28.141096,23.707309,24.526778,27.463129,27.080087,27.482876,23.112867,27.315203,20.712320,26.386472,32.644400,25.303507,25.937835,28.506230,25.885604,22.573826,26.211827,35.281067,27.474809,27.171468,26.256366,23.411453,30.494666,31.330980,26.004963,23.509112,35.115097,31.600262,23.348046,25.220903,28.824415,27.758942,30.599725,31.136827,25.462481,32.399330,26.997514,26.628503,27.976151,28.184461,25.960773,28.100633,27.860655,27.646184,25.810867,26.153111,22.746113,25.830157,28.556938,28.709614,26.546585,32.006668,23.887622,25.399901,26.660765,25.923122,26.301457,28.934179,26.967944,24.234304,28.646598,29.458677,27.165134,26.247346,30.274481,27.750487,30.112373,26.231150,25.298027,29.086565,28.993092,29.080966,27.132393,28.160165,27.529043,29.180330
WinMart+,15.741705,34.044764,20.138521,29.476152,31.790736,26.474460,0.000000,33.379692,28.513668,26.464056,29.253441,27.579808,27.799473,28.270336,29.717945,28.605024,32.332246,29.372006,23.626868,27.989398,33.072695,23.640450,21.885696,30.596473,25.706571,28.441051,29.230572,31.385672,32.715086,29.028101,21.066013,24.791399,21.649820,27.832746,20.838231,31.292619,28.793962,22.172142,26.431557,24.348014,33.141749,31.001273,26.436993,30.968393,22.541915,27.681191,31.292614,24.267468,28.194974,26.534997,32.825952,30.645281,21.244977,27.471799,31.317177,28.920995,25.808205,21.228607,30.189894,25.506625,34.135982,27.448892,33.086856,28.614635,30.647882,27.593384,29.538975,39.328245,29.845971,23.989820,24.525167,28.666752,31.733002,32.768765,31.799687,30.253372,38.310758,32.351574,24.048825,26.620470,34.187479,33.133341,34.691120,32.183258,24.065585,33.662048,32.492717,26.032211,29.174153,32.965058,26.487225,33.312223,32.522025,32.124491,24.359150,27.312260,23.950869,32.000662,29.746627,33.520687,26.801426,27.790658,24.880551,26.634810,30.895153,27.224105,27.557520,33.560597,28.328413,25.772115,32.771820,26.983920,28.356245,27.379544,33.834094,29.321466,29.223494,26.543438,26.193849,32.944255,29.488898,27.716250,27.531291,31.523110,27.919583,27.280799
Siêu thị Đức Thành,28.536281,31.307779,24.430906,21.061906,30.752635,26.726069,26.937059,0.000000,26.821026,29.769159,25.829370,31.379089,27.752879,18.195476,28.209715,28.296413,29.425789,28.341565,22.576004,30.946667,32.330846,33.248397,28.096305,30.415751,29.517625,27.208665,29.761258,28.435034,32.367287,28.162317,27.956661,31.281635,28.214116,26.355389,27.250716,30.462515,27.771752,27.505816,28.606199,29.652339,28.433389,32.740150,27.762411,28.053686,28.479368,26.634094,32.762578,30.493432,25.604847,25.853670,32.497672,29.933838,27.426856,27.224666,30.591520,25.922782,27.541945,25.638915,23.422826,29.003316,35.775577,27.194900,32.996275,28.298830,30.049118,26.506165,27.920698,36.759668,25.542906,29.586469,31.856201,31.953772,30.841348,32.531502,31.392633,29.765263,36.511579,33.080580,24.455853,29.960173,34.385087,33.144547,34.943620,32.964988,26.523079,34.320705,32.431335,28.517775,27.000350,33.002925,30.080621,33.431795,32.458071,32.109849,27.018418,30.989825,30.794110,31.880313,27.858417,33.705531,30.438322,33.358846,30.282536,30.205989,30.802692,31.175465,31.321925,33.787216,27.635790,28.153003,32.920746,32.971827,32.040303,30.990376,34.174081,30.319985,33.918802,29.479658,29.248299,33.103462,28.839532,32.593621,26.763662,31.536140,27.212862,32.245828
WinMart+,23.609614,26.943958,22.183375,23.304718,20.567796,21.208430,23.810368,28.023365,0.000000,26.584174,22.668956,29.037676,20.900550,22.003177,21.012073,24.535331,28.421052,23.695779,17.762006,28.950310,24.960748,31.803840,25.748906,28.924669,28.100878,23.099210,27.710099,28.154603,29.966377,25.180688,25.865049,29.580319,28.070314,24.267019,27.466181,25.115130,25.637192,25.431786,26.789149,28.121330,28.415243,31.306542,25.687918,27.943027,26.816944,23.896934,31.471480,29.567856,23.285363,23.727590,28.076630,26.031187,25.709698,25.396918,26.543141,26.484164,25.820136,26.288651,20.494188,27.477720,32.192709,21.479297,26.609750,27.016169,26.887574,24.730717,25.500650,36.263878,23.584941,28.219537,30.873286,27.850711,29.900267,30.747145,27.908551,26.902579,35.983300,32.330933,22.562826,22.830939,29.745953,28.491452,31.697132,32.052140,26.715077,32.010154,27.620914,27.282115,27.186095,28.879613,26.313512,28.866979,28.484464,28.205095,27.134017,27.919784,27.696722,26.224440,27.820555,29.493255,26.911713,31.609803,27.570743,26.930581,27.065300,27.855014,28.059692,29.723377,25.108046,25.780662,29.285893,30.019678,29.005066,27.994319,31.008578,27.826320,30.805157,26.491869,26.693632,29.726856,28.702523,29.622042,26.821628,28.617454,27.229682,29.639214
Siêu Thị T-Mart,24.817883,24.893177,23.979186,28.159121,27.273541,25.414633,19.688712,31.921576,25.873596,0.000000,26.066585,27.499621,29.614833,25.269615,26.773366,18.566820,31.289762,26.805786,21.784137,22.236229,29.460674,32.192284,23.461159,29.477561,22.187226,25.807362,30.516466,30.481669,31.934975,26.991162,25.399256,28.952979,25.479547,24.632201,29.529198,28.607124,24.865546,25.356170,25.466060,27.266733,30.477405,31.471273,25.006145,30.145659,25.629135,25.583794,31.689139,26.758908,25.697905,22.048594,30.261513,25.242121,24.311930,25.105340,28.996165,28.363672,24.937682,28.214808,22.390682,26.586087,33.370338,25.265268,27.535225,26.737312,27.111746,26.067468,27.872668,38.472336,28.097739,27.521483,26.362708,27.607236,31.173582,32.073159,29.754373,24.760760,37.827386,32.645975,22.098733,25.172987,29.863916,28.840889,32.433182,32.367745,25.445558,33.015471,28.152771,26.772895,28.722805,29.122087,25.161419,29.162916,28.776766,28.563440,25.830785,26.285993,22.380789,26.891004,29.288072,29.668961,25.614302,32.593600,23.722031,25.432635,27.576009,26.032460,26.462804,29.848965,27.768411,24.090953,29.475260,25.998215,27.450708,26.394666,30.940049,28.048671,28.556725,25.679041,25.273256,29.826743,29.268932,26.899696,27.399094,26.123585,27.789708,26.552124
