,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
depot,0.000000,24.984950,21.765531,25.078788,20.384760,25.061904,15.411667,28.255374,24.893961,22.806715,23.773612,19.339854,24.718316,22.851036,25.312861,22.411672,28.243124,25.304641,21.315513,20.728318,28.028152,18.682732,18.506216,27.276894,27.187749,24.677920,24.235192,27.884736,29.483942,25.548705,23.473446,19.618737,27.815926,23.319897,27.226962,27.234282,23.219925,19.114452,26.301171,21.104554,26.372858,22.602649,23.260130,27.560424,19.523336,24.592428,23.448327,29.131856,23.960238,22.007926,28.986820,27.343063,18.824161,25.386179,27.766734,26.201378,25.649073,26.010289,22.074138,21.674764,31.388839,23.781421,29.769193,26.415574,27.735432,24.801237,26.111694,27.750810,25.026056,20.611677,22.215814,29.664975,29.354680,30.081384,28.587111,27.615118,28.282696,27.056649,23.193518,23.967212,31.430260,30.445936,31.272940,25.848763,22.521802,31.245702,29.774494,23.558697,26.783417,30.514251,28.218845,30.628369,30.150974,29.820488,22.728671,29.090410,28.926834,29.636603,27.355852,30.973195,28.538324,30.879946,28.626967,28.355630,28.728226,29.174706,29.345717,31.066821,25.919456,23.287321,30.531286,30.852783,30.002918,29.145942,31.765765,28.702101,31.555959,27.799461,27.840924,30.815179,28.287236,30.542621,26.460161,29.694043,26.860794,30.366243
WinMart+,28.947293,0.000000,24.450408,27.882933,30.462096,26.080326,16.710026,33.484558,26.726385,25.221160,27.054791,28.958140,27.433284,25.618389,28.002876,24.036250,31.770485,27.860921,22.644202,28.729464,32.651761,32.353897,24.756114,29.708569,28.081304,26.780708,26.794210,30.394935,32.402851,27.625871,25.020677,29.411502,29.696632,24.563024,29.135623,30.285427,24.669347,24.451131,28.045018,27.669144,32.821157,31.501311,24.710141,29.842536,26.140192,26.191651,31.628039,30.951880,25.173075,22.784903,32.458360,29.623316,24.866859,24.768999,30.325402,27.673098,27.035513,27.477429,29.433330,26.910538,33.998792,24.855770,32.908661,25.879767,29.712371,31.334976,28.553253,37.397442,26.684958,27.704342,26.507940,31.702641,31.010752,32.170383,31.124804,29.385136,36.896832,32.317455,22.433455,24.790974,34.284342,32.956666,34.976696,32.054224,25.483607,33.285034,32.188821,26.787808,28.080350,32.763853,29.693173,33.237067,32.177925,31.810731,25.847779,30.594092,30.399786,31.563156,28.714123,33.497352,30.054538,32.667702,29.884089,29.803291,30.426293,30.810641,30.958776,33.564532,27.118281,23.873804,32.623448,32.637616,31.663067,30.604085,33.902551,27.128421,33.610598,29.044948,28.807497,32.795331,28.809963,32.249632,26.864005,31.151188,27.270338,31.873492
Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,22.105102,22.910701,0.000000,21.766101,18.100063,22.594571,20.448442,24.513599,22.743545,24.971529,21.145054,24.827526,22.414005,20.638007,23.160973,26.160219,25.568376,23.174803,19.968971,25.307098,25.585076,23.347684,22.440870,25.280287,25.502428,22.900098,26.310402,25.923328,27.253458,23.798159,21.731695,23.854454,20.251899,25.925039,19.325780,25.340335,26.252377,22.428478,24.766494,20.961898,24.610441,26.890790,25.063489,25.831386,22.584421,23.223892,27.363333,22.506687,26.343918,25.313613,27.145810,25.855886,21.723181,24.208581,26.234035,24.956535,24.448667,19.967378,21.085438,24.456090,29.525886,25.941636,28.118110,25.237915,26.438506,23.705219,24.696652,31.596835,27.319634,23.457218,23.042903,28.395913,28.033271,28.524806,27.090489,26.387567,31.714039,29.406009,22.311534,25.573572,29.948547,29.035868,29.558010,28.756080,23.042825,29.733261,28.400269,24.177487,25.706383,29.202336,27.192681,29.240032,28.919822,28.603843,23.291469,28.075616,27.914775,28.431703,26.256713,29.631005,27.466190,29.531738,27.710921,27.347489,27.619171,28.123936,28.293171,29.755649,24.958918,25.011700,29.343381,29.781512,28.960432,28.159509,30.600811,27.814374,30.412904,26.884293,27.021945,29.659405,27.685749,29.489110,25.951773,28.691615,26.344669,29.404625
Trường Mầm non Hoa Mai,25.597906,27.237276,20.883409,0.000000,24.248965,23.092569,24.110082,20.145108,23.290437,25.805506,20.778459,27.708490,23.162500,14.603584,23.936758,24.994682,23.810302,23.993956,20.160688,27.673781,26.931117,29.756935,25.301353,26.266151,26.260963,23.573211,26.344150,24.898075,26.754452,24.549452,25.233540,28.149844,25.569574,23.920099,24.806852,26.352711,25.081837,24.919105,25.473952,27.133407,24.736968,29.382609,25.103727,24.939056,26.089798,23.780632,29.595228,27.418573,23.297970,23.703347,28.320949,26.685311,25.186945,24.720658,27.132244,24.195433,25.001795,23.968579,21.342204,26.521773,29.904871,25.112385,29.221621,25.819060,27.175001,24.147498,24.819561,33.128672,23.280215,27.218368,29.312479,29.161589,27.951797,28.563055,28.039872,27.081229,33.082249,30.669830,22.603640,27.978723,31.008715,29.989671,30.857184,30.303218,25.262312,30.083803,29.303652,26.746428,25.223060,30.078943,27.777318,30.205461,29.731420,29.372742,25.650438,28.641861,28.477467,29.205111,25.867479,30.570261,28.073359,29.796442,28.191139,27.901998,28.271349,28.741316,28.917414,30.679369,25.436952,26.441760,30.138070,30.461861,29.595317,28.723037,31.406523,28.286130,31.189732,27.363637,27.442037,30.435114,27.626544,30.162528,25.803488,29.293384,26.219153,29.986783
Trường mầm non Vườn Hồng,26.256284,28.700557,18.540354,22.664861,0.000000,24.083169,20.856543,31.779410,24.286332,27.267922,21.843015,29.114114,24.532666,21.004279,25.322667,26.103096,30.265304,25.384692,20.546193,28.901751,29.106797,31.216542,26.178282,27.851368,27.452457,24.644111,27.655565,29.041900,31.620824,25.717861,26.178449,29.345580,28.517804,24.649978,27.823908,27.903028,25.972031,25.750610,26.546474,21.086876,25.932536,30.760668,25.980761,28.605747,26.851209,24.596886,30.881592,30.178258,23.890037,24.271858,30.091996,27.842946,25.849666,25.457397,28.415698,26.463047,25.766844,26.241155,21.754230,27.409761,33.948620,25.717260,30.877928,26.614096,28.195331,24.904672,25.903924,34.898835,23.963029,28.014204,31.204837,30.322550,30.393598,31.721452,29.352722,28.028086,34.754820,31.617350,23.028944,28.641523,32.538849,31.346623,32.787468,31.357722,26.453974,33.096231,30.629685,28.269414,27.159922,31.314071,28.572222,31.642348,30.819596,30.507507,26.913511,29.573724,29.393645,30.252345,27.888011,31.982132,28.966177,32.389886,28.999226,28.800250,29.282189,29.738645,29.887221,32.094456,26.099943,26.996077,31.342725,31.541017,30.610223,29.618235,32.656411,29.069463,32.398376,28.161555,28.020052,31.570322,28.385250,31.173982,26.416185,30.149754,26.832579,30.924635
WinMart+,25.383793,25.290862,24.595290,25.760895,23.795786,0.000000,21.117477,29.536401,22.436419,24.930545,24.768267,26.241345,23.615229,24.002011,24.485851,22.269634,29.279564,22.706412,18.416028,22.741131,26.917013,29.559683,23.462702,26.566393,26.923827,22.373601,27.275042,28.701587,30.219880,23.943500,24.801588,27.410981,28.388701,24.292839,27.904074,25.630702,24.478496,24.814660,22.511916,26.320646,27.716973,29.142645,24.565780,28.420185,25.023050,23.087963,29.461632,29.591082,23.936921,22.312544,27.495032,23.163378,23.964095,26.833116,26.458894,26.852476,22.582717,26.688711,20.237291,25.777573,31.895761,24.723171,25.332747,27.852451,25.292020,22.040379,25.588176,34.468812,26.794401,26.548148,25.654064,22.864368,29.795147,30.612305,25.408389,22.969842,34.293272,30.875383,22.812501,24.642399,28.160248,27.122066,29.886764,30.422753,24.878558,31.656350,26.372923,26.012688,27.334626,27.537945,25.365497,27.439444,27.221721,27.006531,25.219016,25.503255,22.195697,25.237622,27.901955,28.033080,25.937478,31.272568,23.317636,24.794334,26.034977,25.307254,25.685992,28.246849,26.349220,23.678132,27.971160,28.755073,26.509542,25.632336,29.552049,27.080309,29.383306,25.611255,24.717292,28.414243,28.327614,28.404601,26.509640,27.513707,26.897219,28.488324
WinMart+,15.328608,33.094730,19.627863,28.722999,30.908929,25.763615,0.000000,32.447204,27.756114,25.739545,28.477363,26.903673,27.050592,27.599475,28.910005,27.838695,31.479891,28.590080,23.059340,27.308738,32.208258,23.083027,21.370133,29.773620,25.017992,27.701179,28.389351,30.635682,31.846432,28.268435,20.488553,24.200881,21.129945,27.089320,20.335485,30.467684,28.025395,21.583729,25.734586,23.768296,32.289482,30.210730,25.730714,30.238073,22.010588,26.965608,30.496522,23.666684,27.499526,25.851270,31.951113,29.862906,20.744535,26.778597,30.548669,28.240206,25.149986,20.729088,29.425290,24.820190,33.298556,26.740448,32.187758,27.876267,29.884382,26.834904,28.722010,38.271038,28.990836,23.424552,23.947473,27.886156,30.985576,31.997183,30.973312,29.471890,37.266302,31.514177,23.428879,25.931004,33.267634,32.248115,33.748343,31.404646,23.471897,32.869117,31.615334,25.329401,28.486872,32.085781,25.830204,32.399226,31.675842,31.256627,23.734943,26.527013,23.277894,31.166224,29.045228,32.600292,26.082502,27.135323,24.189871,25.895874,30.049457,26.470943,26.805003,32.631999,27.643722,25.081070,31.870807,26.233594,27.560530,26.630606,32.893725,28.497913,28.400796,25.811669,25.512880,32.053170,28.791755,26.962591,26.880492,30.686176,27.259707,26.526473
Siêu thị Đức Thành,27.861802,30.562694,23.862109,20.573250,30.033155,26.105165,26.316528,0.000000,26.200849,29.079352,25.233088,30.657283,27.112173,17.777412,27.558596,27.644288,28.748516,27.689082,22.057716,30.236230,31.587710,32.485605,27.451803,29.716124,28.838927,26.583863,29.049752,27.782744,31.623550,27.515611,27.313594,30.564292,27.567128,25.750039,26.625885,29.763263,27.134082,26.874422,27.949726,28.972698,27.781333,31.989470,27.125268,27.410847,27.826806,26.023414,32.011601,29.794618,25.018101,25.261036,31.752281,29.247824,26.798600,26.600847,29.890678,25.329037,26.910873,25.051706,22.886206,28.338213,34.956120,26.571788,32.239531,27.650466,29.360853,25.898185,27.280206,35.916993,24.936561,28.908929,31.126701,31.221072,30.135115,31.786582,30.673434,29.083412,35.674492,32.322799,23.895679,29.273899,33.597053,32.385054,34.142683,32.210200,25.915761,33.534970,31.688145,27.864285,26.382231,32.246835,29.391897,32.665576,31.714730,31.374140,26.399762,30.251841,30.080906,31.150150,27.220645,32.933061,29.740996,32.595178,29.588430,29.513663,30.096859,30.460992,30.604249,33.012919,27.003141,27.508137,32.166420,32.216207,31.300810,30.280360,33.390952,29.619838,33.133538,28.804202,28.578588,32.345192,28.179397,31.847001,26.151056,30.813958,26.589985,31.507062
WinMart+,23.053064,26.275832,21.667029,22.764041,20.064742,20.709744,23.260986,27.334470,0.000000,25.947470,22.144235,28.367917,20.410135,21.496246,20.513915,23.963898,27.765091,23.148692,17.353144,28.283980,24.385595,31.072394,25.156836,28.248154,27.447042,22.567505,27.010638,27.506964,29.275981,24.600942,25.248144,28.900104,27.424872,23.704948,26.834738,24.537137,25.044097,24.846531,26.172852,27.475197,27.762037,30.587034,25.093501,27.301231,26.201064,23.347782,30.748498,28.888771,22.750619,23.182538,27.428446,25.433370,25.119561,24.813798,25.933826,25.876359,25.227362,25.685399,20.023769,26.835781,31.453896,20.986209,25.981313,26.395972,26.270522,24.139103,24.886451,35.418586,22.993686,27.571726,30.164590,27.191801,29.213896,30.041366,27.267631,26.284834,35.130720,31.588515,22.044761,22.306715,29.052011,27.832231,30.949413,31.316441,26.101867,31.275538,26.973933,26.643302,26.562181,28.212661,25.709561,28.179336,27.830485,27.544348,26.511141,27.217582,27.018278,25.622153,27.181899,28.789626,26.286683,30.884137,26.904742,26.280571,26.422077,27.185020,27.394842,29.008498,24.531361,25.182507,28.586727,29.293742,28.296380,27.330098,30.259375,27.145945,30.050032,25.857916,26.079992,29.030954,28.042923,28.924319,26.205262,27.959533,26.603982,28.927485
Siêu Thị T-Mart,24.234123,24.294896,23.422353,27.507142,26.627290,24.825075,19.235472,31.161481,25.275653,0.000000,25.465043,26.867088,28.931245,24.689000,26.155398,18.138967,30.569664,26.188735,21.284004,21.725734,28.783530,31.453669,22.922942,28.799472,21.677059,25.214731,29.769779,29.782255,31.201049,26.371232,24.813273,28.288866,24.895120,24.066305,28.851960,27.950333,24.294485,24.774012,24.881537,26.641627,29.778331,30.749536,24.432138,29.454734,25.041756,24.997083,30.962624,26.145555,25.108911,21.543089,29.567283,24.663524,23.754918,24.529977,28.331749,27.713897,24.366182,27.568486,21.877620,25.976283,32.605842,24.686274,26.903567,26.124625,26.490658,25.463905,27.222818,37.590143,27.415082,26.891018,25.758805,26.973942,30.459506,31.338495,29.072492,24.193373,36.959789,31.897921,21.592396,24.596196,29.179267,28.179807,31.689516,31.626413,24.862742,32.259396,27.507413,26.159188,28.065067,28.454714,24.585164,28.490913,28.117546,27.908771,25.239156,25.645392,21.850057,26.274868,28.617301,28.984347,25.027239,31.847144,23.167593,24.838751,26.942336,25.426819,25.856106,29.154670,27.132373,23.538818,28.794908,25.390150,26.801817,25.789394,30.217164,27.385258,27.879558,25.085096,24.694102,29.142965,28.598437,26.282995,26.771452,25.524890,27.153137,25.935790
