,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
depot,0.000000,27.632373,26.862512,31.986764,26.468406,32.893779,20.378701,37.613974,33.273904,30.612226,31.997699,26.095724,33.441840,30.967343,34.382645,30.485121,38.463546,34.511339,29.100059,28.328872,38.343362,25.582002,25.361907,37.426198,37.330322,33.897729,33.360708,38.355852,40.586169,35.182841,32.363743,27.045506,38.363856,32.186073,37.585178,37.613174,32.087884,26.422291,36.366298,29.189435,36.488102,31.281860,32.210554,38.167025,27.044637,34.076030,32.499442,40.387302,33.225909,30.526042,40.225712,37.944151,26.128212,35.243984,38.557014,36.390763,35.630728,36.139481,30.676229,30.139615,43.637187,33.066992,41.423869,36.742668,38.584739,34.534734,36.369512,38.641211,34.889594,28.699021,30.936898,41.340950,40.890015,41.907785,39.831161,38.481702,39.441606,37.713330,32.332476,33.414911,43.842752,42.469960,43.640660,36.055298,31.417985,43.592377,41.563504,32.890092,37.378888,42.601174,39.389962,42.787739,42.095447,41.657399,31.738774,40.687543,40.447449,41.398172,38.215459,43.303898,39.888148,43.149925,40.041302,39.665040,40.180904,40.816073,41.050017,43.470665,36.240783,32.573390,42.726666,43.188186,42.008419,40.794490,44.476516,40.197219,44.199310,38.927109,38.958460,43.142181,39.588104,42.769828,37.035823,41.570691,37.601009,42.545100
WinMart+,31.986776,0.000000,31.148922,36.343872,40.220673,34.710529,22.367910,45.042841,36.071114,34.143910,36.713750,39.379355,37.377428,34.959474,38.271905,32.892334,43.525856,38.211173,31.086100,39.475379,44.901935,44.526493,34.094522,40.943889,38.725172,36.952268,37.018760,41.986466,44.782720,38.197961,34.612717,40.702112,41.113161,34.019573,40.366648,41.974488,34.202628,33.910779,38.906824,38.396611,45.559052,43.738963,34.319087,41.457320,36.322956,36.403118,43.969130,43.038717,35.010812,31.695954,45.162271,41.225298,34.612579,34.482760,42.225851,38.539470,37.657946,38.279848,41.011318,37.502626,47.387421,34.649092,45.882471,36.086981,41.436969,43.706875,39.832791,52.176110,37.258425,38.662474,36.997342,44.253669,43.292148,44.916153,43.461170,41.036470,51.532994,45.141062,31.338308,34.635134,47.903449,46.052715,48.880458,44.799828,35.619841,46.528535,45.000668,37.453203,39.263306,45.816160,41.525385,46.486006,45.007563,44.497946,36.159197,42.831756,42.546335,44.165475,40.181828,46.879439,42.063872,45.724076,41.833966,41.723176,42.596150,43.137210,43.347230,46.998901,37.974283,33.433255,45.689544,45.715394,44.359816,42.869217,47.495052,38.013891,47.101660,40.694964,40.363951,45.954399,40.371763,45.194618,37.648831,43.659507,38.222212,44.676863
Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,27.235396,29.256389,0.000000,29.225634,24.555314,30.816268,27.978519,33.701057,31.320206,34.478148,29.230256,34.347591,31.074790,28.618050,32.181996,36.373740,35.569685,32.268339,27.803025,35.254500,35.675144,32.557565,31.306464,35.315073,35.638654,31.999531,36.844020,36.240181,38.137283,33.304615,30.445319,33.388687,28.352823,36.332374,27.069199,35.521453,36.815782,31.457148,34.739864,29.392066,34.519874,37.719695,35.188136,36.243797,31.692402,32.603170,38.410253,31.596003,36.987367,35.553223,38.151956,36.319073,30.514712,34.009481,36.858637,35.067172,34.359739,28.062084,29.636055,34.409487,41.507776,36.482037,39.579717,35.499324,37.181313,33.383551,34.787192,44.489973,38.513981,33.005906,32.425063,40.005620,39.453576,40.147812,38.145558,37.154808,44.697044,41.412346,31.421179,36.019881,42.210647,40.922454,41.673070,40.501136,32.455952,41.881467,40.045488,34.093367,36.215978,41.175430,38.313964,41.251598,40.767571,40.348914,32.829137,39.650896,39.410555,40.092790,37.012504,41.823224,38.754753,41.635431,39.126250,38.615002,38.991944,39.713875,39.946240,42.022650,35.202048,35.307400,41.441414,42.070499,40.919320,39.772315,43.234221,39.306642,42.982844,37.983993,38.143344,41.894687,39.070771,41.660739,36.626260,40.520821,37.183013,41.558603
Trường Mầm non Hoa Mai,32.617192,35.617482,28.039643,0.000000,33.205341,31.750673,33.227012,27.884977,32.271658,35.838347,28.879294,38.531628,32.270716,20.345986,33.410617,34.903175,33.260457,33.542153,28.180229,38.698683,37.687534,41.644930,35.421457,36.815859,36.818799,33.043999,37.009079,34.915753,37.549979,34.455041,35.452586,39.514420,35.899071,33.612541,34.841530,37.035778,35.263555,35.037331,35.819318,38.141316,34.778610,41.313596,35.325580,35.074878,36.697351,33.457534,41.637008,38.578491,32.783866,33.360438,39.885513,37.561724,35.455530,34.801992,38.200087,34.067920,35.206056,33.753509,30.057080,37.385550,42.123137,35.379605,41.207467,36.380757,38.289087,34.066138,35.021129,46.726465,32.875751,38.366800,41.320788,41.151994,39.407740,40.271473,39.544883,38.191173,46.698596,43.258418,31.880825,39.466726,43.770579,42.329508,43.569022,42.747996,35.638287,42.441708,41.378394,37.769345,35.589539,42.470407,39.196864,42.672333,41.968154,41.489401,36.202191,40.505056,40.258310,41.236568,36.515697,43.204542,39.661775,42.067173,39.854545,39.447296,39.962057,40.635619,40.877255,43.379634,35.923891,37.370353,42.614087,43.082218,41.865301,40.615039,44.423558,40.019014,44.130776,38.704565,38.778812,43.037621,39.035005,42.658386,36.461127,41.414809,37.050231,42.426455
Trường mầm non Vườn Hồng,34.032470,37.968822,25.093212,30.954149,0.000000,33.217632,28.833760,44.072614,33.717131,37.918089,30.401239,40.552270,34.209721,29.302984,35.361904,36.469870,42.303531,35.500244,28.741868,40.446408,40.750965,43.716758,36.672529,39.034408,38.485302,34.553916,38.825399,40.740068,44.371536,36.094093,36.752737,41.199264,40.044084,34.622151,39.082537,39.201932,36.495478,36.188835,37.311689,29.640335,36.456411,43.248666,36.535228,40.227909,37.764534,34.598129,43.441848,42.456474,33.612971,34.153694,42.349305,39.185125,36.382726,35.833475,40.000637,37.254707,36.277361,36.947673,30.632188,38.601194,47.809602,36.220235,43.494394,37.488023,39.717216,35.087342,36.498063,49.171727,33.789180,39.474081,43.972200,42.734357,42.833409,44.706917,41.371165,39.505805,48.992499,44.569055,32.463823,40.377749,45.875879,44.196441,46.230759,44.213802,37.301073,46.668699,43.194596,39.867570,38.302300,44.163963,40.296890,44.631386,43.470098,43.032926,37.962853,41.749278,41.479161,42.677941,39.343187,45.123199,40.868300,45.698408,40.921092,40.640964,41.319842,41.965541,42.175838,45.292402,36.831445,38.098356,44.234740,44.519260,43.213570,41.804126,46.096532,41.041985,45.744983,39.752611,39.551970,44.565718,40.068977,44.008398,37.291092,42.563530,37.880554,43.660747
WinMart+,33.262738,33.744018,33.479280,35.348517,32.855157,0.000000,29.284862,41.099767,31.234613,34.767681,34.559139,36.638615,33.007278,33.559418,34.272904,31.178949,41.008639,31.817183,25.811372,31.884395,37.753804,41.470125,32.925560,37.298580,37.807314,31.421844,38.373693,40.327679,42.472933,33.656262,34.884488,38.542119,39.922903,34.171205,39.252554,36.061472,34.445797,34.922538,31.684965,37.047833,39.017815,41.028654,34.591152,40.019286,35.238918,32.517272,41.496897,41.682636,33.720770,31.435294,38.741645,32.638605,33.769149,37.814652,37.289773,37.846928,31.831074,37.620809,28.528500,36.346242,44.968804,34.858786,35.731089,39.275477,35.666357,31.098559,36.110521,48.621198,37.842398,37.449248,36.189647,32.266339,42.035350,43.190005,35.849990,32.410452,48.406191,43.568969,32.192353,34.776064,39.745971,38.279479,42.192995,42.939375,35.115346,44.683466,37.233414,36.725893,38.587213,38.876901,35.809664,38.755239,38.433283,38.136558,35.607513,36.056754,31.368336,35.638593,39.401457,39.605117,36.630935,44.164985,32.952235,35.039823,36.785526,35.764941,36.292969,39.921566,37.220124,33.448912,39.530388,40.647496,37.480598,36.224905,41.777166,38.291310,41.550714,36.204049,34.925331,40.154812,40.027945,40.146459,37.460589,38.880971,38.009646,40.279621
WinMart+,20.275467,44.533885,26.885568,39.648063,42.957485,35.888963,0.000000,45.430083,38.874600,36.124548,39.982377,37.755209,38.054059,38.769664,40.728715,39.230769,44.371147,40.325256,32.482882,38.487214,45.458540,32.537391,30.128920,42.077373,35.364527,39.146807,40.215429,43.261277,45.054704,39.990806,29.016725,34.200584,29.867624,38.362426,28.755169,43.148406,39.705112,30.580495,36.462754,33.627092,45.740038,42.794374,36.481891,42.792897,31.150896,38.219700,43.217116,33.527333,38.957771,36.650440,45.329145,42.339557,29.378164,37.964071,43.293456,39.999557,35.666886,29.363664,41.729556,35.237696,47.206551,37.941230,45.714784,39.558712,42.387367,38.127885,40.817348,54.363670,41.234874,33.210546,33.952483,39.629770,43.935118,45.370168,43.985682,41.851466,52.972334,44.758328,33.274421,36.832542,47.286710,45.834474,47.983997,44.569879,33.322073,46.632293,44.951383,36.015714,40.420001,45.615736,36.680694,46.087027,45.019606,44.454255,33.727985,37.774858,33.135455,44.307712,41.230117,46.390237,37.101750,38.522870,34.432461,36.862240,42.766401,37.682361,38.150723,46.457114,39.270186,35.689134,45.372412,37.356380,39.254400,37.913867,46.846007,40.595385,40.460608,36.759423,36.298535,45.635615,40.906489,38.392942,38.192433,43.678611,38.732378,37.785799
Siêu thị Đức Thành,37.029747,41.216166,32.720669,28.402500,41.679723,36.302759,36.633904,0.000000,36.598518,40.674911,35.312941,42.920368,37.997891,24.916875,38.665601,38.797730,40.358695,38.887345,30.979778,42.479350,44.396646,45.661740,38.595043,41.800440,40.573739,37.403491,40.925653,39.101168,44.522065,38.742197,38.470720,43.041415,38.825859,36.277639,37.509323,41.938984,38.239822,37.876967,39.395492,40.836145,39.162865,45.098242,38.247991,38.647712,39.237170,36.699695,45.146640,42.022146,35.287653,35.633946,44.796668,41.262407,37.807563,37.532059,42.175525,35.740274,37.975927,35.352628,32.299450,40.000037,49.337869,37.507132,45.514112,39.033241,41.448362,36.567323,38.520864,50.714925,35.235245,40.818606,43.951659,44.092762,42.554658,44.888294,43.320149,41.075624,50.390670,45.653853,33.751989,41.350072,47.460745,45.749397,48.235283,45.501504,36.610976,47.375137,44.771909,39.370237,37.273460,45.563868,41.528410,46.159954,44.813931,44.335999,37.304947,42.780794,42.521266,44.022122,38.468026,46.547169,42.034846,46.066320,41.823325,41.718428,42.542664,43.058942,43.261410,46.668088,38.168983,38.885964,45.473497,45.545587,44.257412,42.809251,47.208892,41.883242,46.854482,40.725747,40.404667,45.732550,39.840328,45.029899,36.973824,43.569332,37.595572,44.552912
WinMart+,30.779703,35.581687,29.785662,31.492061,27.913182,28.853561,32.432963,38.247001,0.000000,36.360252,31.032618,39.767657,28.646755,30.166824,28.826378,33.676596,39.024122,32.548157,24.399704,39.780317,34.310882,43.721387,35.405067,39.783878,38.659610,31.784208,38.121265,38.752345,41.258127,34.672409,35.613321,40.737908,38.663003,33.431127,37.839473,34.607354,35.329624,35.051038,36.924499,38.760304,39.170482,43.159074,35.416892,38.526508,36.976486,32.954329,43.401745,40.778513,32.115914,32.728728,38.730340,35.909981,35.467130,35.038432,36.621241,36.541082,35.627779,36.274757,28.281235,37.917017,44.428451,29.645187,36.720950,37.290431,37.113574,34.128662,35.191095,50.059960,32.540976,38.961155,42.626454,38.448099,41.286109,42.456791,38.539949,37.151668,49.682345,44.651173,31.161526,31.532821,41.080381,39.351724,43.773665,44.272733,36.901907,44.216625,38.150521,37.683766,37.556103,39.896861,36.352855,39.870939,39.355062,38.964174,37.490579,38.549479,38.251257,36.237892,38.442916,40.744112,37.187205,43.681969,38.086703,37.203718,37.395836,38.483961,38.772807,41.067368,34.703558,35.632331,40.467913,41.478326,40.074087,38.688314,42.848275,38.448147,42.564336,36.612980,36.904685,41.093142,39.682310,40.947320,37.083089,39.568016,37.648263,40.966419
Siêu Thị T-Mart,32.478052,32.983330,32.258170,38.109988,37.075726,34.618099,26.844933,43.622353,35.382484,0.000000,35.704434,37.681749,40.617362,34.661437,36.755986,25.496546,42.978982,36.833084,29.935064,30.564509,40.509076,44.268715,32.268758,40.561642,30.534834,35.519301,42.007066,41.964189,43.977453,37.172655,34.989808,39.880626,35.100282,33.941490,40.687737,39.424859,34.272773,34.951518,35.105425,37.587189,42.018390,43.391418,34.482983,41.568065,35.342553,35.284306,43.706470,36.908310,35.446895,30.415754,41.750044,34.824641,33.541872,34.639184,40.009066,39.137576,34.412947,38.935716,30.900756,36.695474,46.056890,34.872873,38.010910,36.907619,37.425082,35.986552,38.478232,53.117827,38.781169,37.998041,36.399329,38.123379,43.044550,44.288024,41.089080,34.193990,52.244278,45.085969,30.520345,34.767247,41.249110,39.836632,44.800975,44.707640,35.147470,45.604195,38.891548,36.986171,39.677591,40.232560,34.759906,40.290535,39.757105,39.464951,35.688117,36.303466,30.917456,37.156540,40.468093,40.996715,35.395545,45.038083,32.777691,35.142326,38.109722,35.973602,36.573312,41.249122,38.376222,33.296160,40.737291,35.928534,37.933460,36.483761,42.760741,38.761737,39.463884,35.494853,34.935227,41.231543,40.458606,37.186546,37.874971,36.113649,38.415962,36.704486
