,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
depot,0.000000,26.328223,25.476576,30.349223,25.238031,31.306262,19.239073,35.885998,31.646210,29.169396,30.428240,24.693061,31.831220,29.243788,32.745449,29.005473,36.557896,32.821513,27.497642,26.788885,36.422189,24.144563,23.917125,35.616661,35.515667,32.188492,31.892142,36.230038,38.590032,33.420594,30.836637,25.540886,36.247374,30.614581,35.521521,35.745609,30.519398,25.120937,34.560310,27.563960,34.620471,29.664796,30.637138,36.009835,25.473286,32.342297,30.814591,38.228322,31.442644,28.966811,38.254468,35.984613,24.540083,33.399005,36.475437,33.665338,33.786765,33.648404,29.075077,28.679049,41.277545,31.378406,39.442166,34.865667,36.532685,32.908304,34.671216,36.765380,33.342405,27.032713,29.109340,39.368290,38.202385,39.316325,37.812199,36.517062,37.561837,35.792428,30.677606,31.714065,41.715645,40.390201,41.551277,34.074750,29.727669,40.905403,39.556433,31.301399,34.349778,40.508801,37.281702,40.761297,39.962466,39.645371,30.101216,38.890794,38.598236,39.305704,35.534284,41.257157,37.942366,36.067875,38.171632,37.811357,38.267512,38.900971,39.088711,41.431390,34.240153,30.978771,40.704503,41.176491,40.077228,38.850053,42.403375,38.351704,42.176887,37.091615,36.975481,41.054146,37.323714,40.714743,34.743869,39.509240,35.375892,40.547671
WinMart+,30.262480,0.000000,29.412342,34.336329,38.196188,32.895688,21.023341,42.793970,34.160091,32.396018,34.763374,37.101019,35.425607,32.870593,36.294243,31.162451,41.193355,36.185641,29.248209,37.169855,42.471804,41.845166,32.015188,38.799634,36.687047,34.941153,35.239034,39.490796,42.400478,36.131899,32.839313,38.274579,38.680410,32.221997,37.988869,39.722692,32.393668,32.104920,36.819357,36.105347,43.045637,41.303810,32.505401,38.949356,34.068377,34.406368,41.515062,40.567209,32.992904,29.951319,42.769204,38.932947,32.372404,32.541138,39.779199,35.506153,35.560261,35.493084,38.708839,35.535768,44.638012,32.742969,43.503878,34.100998,39.069738,41.472682,37.812011,49.434966,35.455277,36.265164,34.666050,41.964288,40.277884,41.962468,41.086290,38.779122,48.869978,42.663259,29.610390,32.735240,45.388060,43.614112,46.344127,42.161983,33.562715,43.478283,42.647630,35.494261,35.936031,43.383536,39.138791,44.097223,42.548992,42.170634,34.150552,40.766532,40.428684,41.758182,37.208020,44.474527,39.843883,38.188285,39.711304,39.604359,40.396079,40.938391,41.101489,44.603453,35.727588,31.662789,43.342283,43.400202,42.140000,40.652576,45.087891,36.113652,44.754273,38.610665,38.148554,43.545017,37.902340,42.840414,35.170516,41.319853,35.809082,42.397438
Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,25.901767,27.966040,0.000000,27.792941,23.478293,29.403253,26.470172,32.239881,29.863383,32.939269,27.867284,32.578895,29.654986,27.089481,30.729988,34.698280,33.894643,30.768265,26.336628,33.420494,33.975060,30.803795,29.595508,33.695874,33.995232,30.464523,35.317837,34.317248,36.356605,31.718843,29.085843,31.610530,26.856164,34.649396,25.647593,33.846247,35.108473,29.986573,33.101505,27.825763,32.837654,35.861710,33.557627,34.282024,29.926370,31.024686,36.512386,29.983322,35.091488,33.824431,36.377837,34.531979,28.731931,32.311527,34.957606,32.518287,32.665123,26.191770,28.160918,32.828129,39.363293,34.708570,37.785578,33.772982,35.293761,31.895376,33.250539,42.441671,36.904304,31.168504,30.586927,38.197241,36.952436,37.760177,36.306309,35.349325,42.679198,39.405145,29.890191,34.275311,40.268604,39.021001,39.782766,38.374435,30.788531,39.399553,38.212271,32.532192,33.360408,39.256246,36.356375,39.401894,38.803003,38.501535,31.215870,38.001058,37.708760,38.166013,34.501662,39.952070,36.961665,34.807788,37.398328,36.908133,37.233619,37.951010,38.138545,40.157738,33.344432,33.667790,39.584936,40.217593,39.142237,37.977217,41.328745,37.602053,41.125558,36.289317,36.296836,39.972938,36.931057,39.764370,34.447846,38.613486,35.072769,39.712986
Trường Mầm non Hoa Mai,31.025620,34.037895,26.630440,0.000000,31.731193,30.274626,31.409626,26.659315,30.748481,34.215054,27.512246,36.518152,30.773801,19.243577,31.880038,33.270649,31.669985,31.958601,26.672464,36.656360,35.863942,39.370033,33.458730,35.101522,35.094437,31.434547,35.450474,33.036836,35.769276,32.789048,33.843930,37.380314,33.977212,32.030960,32.985753,35.261882,33.602354,33.373566,34.103541,36.080220,33.057809,39.247991,33.662656,33.150112,34.624872,31.812784,39.549018,36.580949,31.079268,31.713467,38.001376,35.685671,33.357480,33.038950,36.201749,31.565910,33.443769,31.478494,28.539089,35.640044,39.916015,33.633569,39.309381,34.584601,36.317288,32.522617,33.448529,44.540775,31.477810,36.202565,38.947769,39.261530,36.880170,37.846632,37.608872,36.306999,44.556014,41.129615,30.303738,37.525873,41.724378,40.331299,41.560477,40.471827,33.781192,39.895152,39.453536,36.011870,32.757359,40.459376,37.165421,40.727384,39.914506,39.559044,34.396207,38.789857,38.490147,39.224067,34.011556,41.239537,37.797208,35.158162,38.064987,37.674445,38.130349,38.801718,38.997070,41.422307,34.001745,35.607124,40.673405,41.152751,40.016046,38.751656,42.432606,38.253766,42.191051,36.948873,36.872494,41.031271,36.868382,40.684725,34.265541,39.434401,34.920117,40.510628
Trường mầm non Vườn Hồng,32.219362,36.100300,23.703247,29.255996,0.000000,31.495877,27.100807,41.896041,31.941431,35.991232,28.793974,38.208850,32.432530,27.552639,33.544071,34.559838,40.043935,33.624967,27.043448,38.086071,38.551154,41.084856,34.436181,36.996963,36.465996,32.677262,36.968809,38.319493,42.016822,34.145629,34.875474,38.742913,37.675670,32.796841,36.781550,37.102783,34.569245,34.265303,35.313227,27.872139,34.447567,40.843308,34.607945,37.794734,35.420365,32.702653,41.019491,40.019997,31.676820,32.275792,40.108808,37.008190,34.027214,33.817365,37.684152,34.318158,34.258376,34.255268,28.913827,36.579915,45.037202,34.229636,41.243292,35.426876,37.449622,33.296840,34.649742,46.591935,32.157693,37.026547,41.201280,40.526777,39.849405,41.766243,39.112508,37.334434,46.464290,42.124635,30.675208,38.164608,43.469779,41.858660,43.834901,41.611285,35.147751,43.608618,40.938556,37.784676,35.052688,41.821393,37.981918,42.340740,41.097263,40.784633,35.855270,39.739763,39.417581,40.353362,36.429627,42.811036,38.713400,38.151114,38.847401,38.579693,39.188064,39.829000,39.993108,42.986626,34.652989,36.082626,41.964666,42.267279,41.053812,39.644713,43.762875,38.992869,43.467998,37.718642,37.382384,42.231124,37.618361,41.717988,34.836001,40.284189,35.489013,41.435341
WinMart+,31.552175,32.148803,31.690312,33.480367,31.293858,0.000000,27.584772,39.161269,29.657265,33.077898,32.807583,34.600174,31.365449,31.626910,32.587740,29.615210,38.909045,30.207130,24.342370,30.093514,35.799688,39.063928,30.989438,35.435394,35.908212,29.785357,36.628177,38.020591,40.314337,31.914836,33.182475,36.329529,37.650233,32.446684,37.028790,34.211666,32.705410,33.145004,30.059227,34.920035,36.955466,38.838838,32.844472,37.687538,33.129410,30.808944,39.276177,39.383868,31.853869,29.777585,36.779480,30.898730,31.657075,35.771992,35.213749,34.942355,30.131140,34.959820,26.992286,34.525502,42.461907,33.021560,33.963499,37.204614,33.710177,29.583447,34.365722,46.180795,36.103917,35.210863,33.989742,30.673701,39.198776,40.444664,33.974018,30.702486,46.019710,41.278173,30.491649,32.948796,37.751968,36.341672,40.103304,40.508625,33.167488,41.852681,35.373863,34.891108,35.392427,36.903166,33.833405,36.855880,36.422667,36.231365,33.711469,34.406003,29.882756,33.778530,36.568895,37.667670,34.783022,36.878090,31.359392,33.344591,34.972951,34.027760,34.498737,37.982705,35.103114,31.755694,37.593857,38.686789,35.695566,34.437884,39.760408,36.469797,39.580558,34.436491,33.089658,38.143997,37.670763,38.150119,35.078540,36.888156,35.695942,38.321225
WinMart+,19.392146,42.796030,25.671863,37.888590,41.293426,34.422001,0.000000,43.698902,37.262930,34.700245,38.322598,35.995215,36.514514,36.886735,39.107052,37.630621,42.514617,38.664268,30.932676,36.680291,43.532986,30.948174,28.633437,40.374789,33.924297,37.477900,38.773853,41.187986,43.194427,38.301990,27.880211,32.556058,28.446205,36.794263,27.395220,41.347877,38.080631,29.317812,34.942030,32.011089,43.758991,40.918203,34.991975,40.700697,29.577407,36.577573,41.316527,31.996125,37.169922,35.068598,43.471466,40.487532,27.815144,36.275387,41.293466,37.290297,34.103036,27.556266,39.880635,33.813973,45.022431,36.305652,43.897390,37.852974,40.466467,36.641653,39.243234,52.163815,39.744819,31.538506,32.208006,38.059922,41.379090,42.911289,42.108224,40.049166,50.877313,42.836805,31.837339,35.252829,45.375485,43.960766,46.076462,42.471167,31.792231,44.116599,43.145284,34.568248,37.433086,43.744515,35.007654,44.279563,43.100772,42.668279,32.257916,36.417632,31.892066,42.425599,38.648223,44.576099,35.593314,32.222464,33.106138,35.440896,41.078720,36.222349,36.639159,44.657744,37.411958,34.232229,43.595853,35.922352,37.772019,36.416546,45.046424,39.065086,38.941858,35.327230,34.744571,43.799599,38.887964,36.861987,36.126178,41.868126,36.743496,36.321519
Siêu thị Đức Thành,35.047624,39.176708,30.894826,26.833798,39.600686,34.409653,34.412102,0.000000,34.658433,38.595659,33.433088,40.419331,36.010638,23.415465,36.664759,36.751385,38.186999,36.818004,29.133387,39.979511,41.981648,42.888981,36.221131,39.602354,38.428688,35.356025,38.955073,36.758042,42.140575,36.633861,36.490400,40.453167,36.509865,34.349531,35.282115,39.674791,36.204920,35.847023,37.267818,38.379138,36.986680,42.568768,36.213388,36.290040,36.780807,34.672001,42.607757,39.589965,33.237640,33.657888,42.406372,38.950371,35.339291,35.402233,39.712120,32.901428,35.844263,32.756087,30.472027,37.887378,46.452364,35.427996,43.137938,36.868522,39.061534,34.684901,36.552858,48.030678,33.518410,38.266320,41.158829,41.794698,39.566523,41.911550,40.934241,38.798088,47.766973,43.127808,31.875974,39.063557,44.949099,43.307691,45.712886,42.800008,34.479050,44.243383,42.412245,37.294614,34.089556,43.125178,39.121823,43.769137,42.345816,41.998448,35.215433,40.701721,40.387636,41.602651,35.597957,44.139892,39.798049,38.440542,39.684041,39.582689,40.327519,40.846344,41.001782,44.270117,35.891880,36.809645,43.118084,43.219742,42.024029,40.577244,44.796114,39.771727,44.499437,38.622288,38.168097,43.314395,37.382881,42.664280,34.519924,41.214498,35.202215,42.260398
WinMart+,29.222275,33.929471,28.214704,29.850600,26.611002,27.441862,30.569070,36.477346,0.000000,34.623925,29.484020,37.581900,27.245335,28.449097,27.433235,32.014924,37.056655,30.926877,23.027562,37.573605,32.561537,41.213820,33.346639,37.829195,36.749126,30.153413,36.421643,36.562354,39.193756,32.905240,33.905355,38.427725,36.489390,31.770596,35.722747,32.859087,33.572602,33.294357,35.058576,36.561544,37.129782,40.888045,33.656507,36.308770,34.788454,31.248155,41.111730,38.559615,30.361437,31.027655,36.799090,34.022770,33.272804,33.171925,34.609265,33.757356,33.751965,33.731447,26.779595,36.047848,41.984390,28.105294,34.933883,35.352584,35.105617,32.493533,33.519315,47.587102,31.073271,36.660068,40.065289,36.581150,38.527463,39.787334,36.552648,35.222114,47.272737,42.337472,29.538944,29.899957,39.051952,37.390437,41.640576,41.799063,34.882356,41.446238,36.275415,35.831005,34.468322,37.902461,34.373759,37.948817,37.326261,37.048524,35.522682,36.816418,36.470764,34.374219,35.704514,38.783524,35.340533,36.464615,36.276388,35.433787,35.583097,36.645677,36.886942,39.105901,32.755479,33.856660,38.517880,39.510984,38.198019,36.810677,40.814338,36.650341,40.580664,34.854825,34.993253,39.067952,37.374703,38.943741,34.751609,37.570523,35.383984,39.007486
Siêu Thị T-Mart,30.777960,31.391895,30.497743,36.053346,35.276452,32.858839,25.250900,41.520173,33.555550,0.000000,33.853338,35.536838,38.550693,32.619466,34.906802,24.188178,40.727374,34.925709,28.192149,28.808310,38.363580,41.641668,30.328445,38.487880,28.965013,33.626238,40.049478,39.508608,41.689301,35.203809,33.240584,37.538887,33.056417,32.187423,38.329865,37.354178,32.499408,33.129705,33.260956,35.379326,39.744870,41.020917,32.699543,39.091552,33.180092,33.386547,41.312437,34.825703,33.439086,28.773707,39.584077,32.924359,31.399298,32.724199,37.730386,36.079559,32.531840,36.128667,29.197848,34.811963,43.430471,32.991208,36.083176,34.915238,35.324773,34.188332,36.570958,50.385555,36.951808,35.676962,34.138743,36.193494,40.082088,41.414114,38.887015,32.348706,49.602319,42.658203,28.869183,32.896308,39.127796,37.769908,42.525213,42.118798,33.152475,42.654726,36.899947,35.091527,36.339214,38.139236,32.796800,38.264417,37.626585,37.443246,33.742085,34.595601,29.413802,35.169747,37.504756,38.938452,33.565020,37.580210,31.151343,33.397093,36.182813,34.180014,34.718007,39.192588,36.143405,31.568241,38.688919,34.149025,36.077895,34.636528,40.641029,36.867634,37.541522,33.715625,33.053763,39.113510,38.022658,35.289047,35.416233,34.216041,36.026672,34.871937
