,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
depot,0.000000,29.086605,28.421321,33.841955,28.055301,34.828342,21.560216,39.879380,35.217489,32.432094,33.862784,27.607655,35.409191,32.760868,36.417074,32.271840,40.694540,36.524737,30.784490,29.968415,40.562190,27.062178,26.829178,39.625904,39.518248,35.858590,35.406162,40.574943,42.950544,37.218073,34.287059,28.609977,40.582879,34.068083,39.758964,39.794267,33.963085,27.960462,38.474411,30.877289,38.597884,33.090520,34.093492,40.373648,28.608150,36.045959,34.378150,42.721894,35.146462,32.290470,42.574470,40.137262,27.638330,37.280894,40.785330,38.493821,37.689802,38.227896,32.448887,31.911446,46.158782,34.977734,43.874076,38.865817,40.814276,36.592442,38.544933,40.910007,37.024646,30.357643,32.724812,43.788665,43.253147,44.329680,42.132994,40.705500,41.778934,39.892738,34.200891,35.345836,46.418248,44.953266,46.220498,38.138828,33.233503,46.111355,44.010814,34.826313,39.538838,45.089647,41.666081,45.331437,44.527926,44.110503,33.572785,43.183003,42.890628,43.790610,40.423927,45.880408,42.225489,45.643586,42.440747,42.040805,42.566307,43.255895,43.482792,46.069021,38.335477,34.480916,45.269767,45.777701,44.542130,43.213940,47.141867,42.622618,46.870032,41.246956,41.210730,45.681180,41.876746,45.295756,39.176897,43.988084,39.774701,45.085711
WinMart+,33.606967,0.000000,32.950825,38.445045,42.548241,36.717292,23.660387,47.659927,38.155436,36.117224,38.834720,41.653959,39.536659,36.978529,40.482645,34.792037,46.039337,40.417768,32.881056,41.754665,47.494464,47.097267,36.062943,43.307928,40.961005,39.085525,39.210665,44.410578,47.368306,40.403239,36.611228,43.051865,43.486598,35.983560,42.696906,44.397548,36.177072,35.868313,41.152690,40.612973,48.188815,46.263633,36.300081,43.850232,38.419488,38.504253,46.506937,45.522797,37.031522,33.525323,47.768916,43.604620,36.610229,36.472900,44.662855,40.763702,39.831285,40.489062,43.378153,39.667045,50.122193,36.648709,48.530500,38.169553,43.828272,46.229331,42.132880,55.187214,39.460888,40.893712,39.132471,46.807675,45.790522,47.508233,45.969270,43.404629,54.507022,47.746065,33.146771,36.633839,50.667903,48.710329,51.701297,47.385062,37.675322,49.213502,47.597539,39.614518,41.528997,48.460019,43.921590,49.168573,47.604685,47.065727,38.245716,45.369447,45.027700,46.714099,42.500560,49.584769,44.491239,48.362598,44.253735,44.135263,45.054254,45.626550,45.848651,49.711068,40.165558,35.362521,48.326107,48.360708,46.942288,45.343028,50.241620,40.227620,49.848608,43.043352,42.693141,48.606233,42.701389,47.802602,39.821317,46.178843,40.427771,47.254969
Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,28.840384,31.049189,0.000000,30.931847,26.058998,32.666655,29.601291,35.773776,33.188344,36.571509,30.970637,36.339505,32.942224,30.277161,34.127162,38.551784,37.677920,34.192114,29.414494,37.297414,37.778593,34.443701,33.119810,37.435785,37.773000,33.880928,39.151528,38.339685,40.407806,35.269244,32.294074,35.322860,29.995079,38.503510,28.636970,37.626754,39.014670,33.328932,36.798439,31.094225,36.533768,39.908596,37.290523,38.342344,33.527277,34.511865,40.636393,33.424975,39.128284,37.630392,40.428583,38.428435,32.280760,35.977678,38.991602,37.096359,36.354774,29.685766,31.350724,36.476305,43.909309,38.616211,41.971542,37.575386,39.332471,35.415536,36.912736,47.159194,40.920887,34.915994,34.301456,42.425681,41.736717,42.471033,40.386188,39.328920,47.403268,43.838389,33.257123,38.130660,44.744486,43.367817,44.190304,42.844865,34.334054,44.304904,42.454909,36.144298,38.311649,43.633507,40.531004,43.757205,43.163075,42.776968,34.739595,42.134476,41.842298,42.451107,39.154583,44.365764,41.075681,44.045129,41.521627,40.978000,41.357298,42.139399,42.365417,44.589105,37.239859,37.420725,43.961891,44.647820,43.440781,42.182888,45.881546,41.729724,45.636339,40.297213,40.380732,44.414826,41.333264,44.175460,38.747179,42.929770,39.336114,44.094597
Trường Mầm non Hoa Mai,34.533939,37.789009,29.666198,0.000000,35.226280,33.644331,35.151373,29.589386,34.183394,38.000070,30.586917,40.763394,34.197058,21.524176,35.416783,36.979126,35.218294,35.528288,29.811817,40.938901,39.894416,44.055180,37.471249,39.012137,39.009209,34.973525,39.312580,36.936675,39.770558,36.473715,37.591363,41.801395,37.976608,35.607798,36.857732,39.216102,37.355736,37.108203,37.927572,40.348294,36.793688,43.703836,37.422157,37.104071,38.820281,35.402942,44.045468,40.809907,34.680017,35.296291,42.249860,39.734092,37.505974,36.814552,40.409060,36.037864,37.241747,35.705118,31.794899,39.616533,44.558590,37.435427,43.681582,38.494094,40.502800,36.126388,37.147307,49.511573,34.917501,40.585567,43.710305,43.625318,41.686656,42.600263,41.852227,40.410964,49.507754,45.775641,33.731112,41.763995,46.380892,44.842334,46.183681,45.220004,37.699101,44.895870,43.851804,40.026605,37.647541,44.989143,41.463439,45.247530,44.417741,43.969816,38.295683,43.026288,42.726576,43.645948,38.627546,45.814093,42.021431,44.500158,42.278863,41.845730,42.370549,43.101458,43.336727,46.011888,38.002015,39.592442,45.189105,45.704551,44.428560,43.060672,47.126187,42.470223,46.837720,41.046380,41.038152,45.609498,41.293780,45.216469,38.570952,43.860546,39.194094,44.998654
Trường mầm non Vườn Hồng,36.004273,40.175047,26.544533,32.743310,0.000000,35.138901,30.498811,46.635515,35.665382,40.110202,32.157304,42.893156,36.185938,30.994324,37.404626,38.575933,44.745742,37.549870,30.400544,42.780481,43.102987,46.239438,38.788676,41.287849,40.706872,36.547965,41.125119,43.091055,46.932713,38.177195,38.874621,43.576611,42.354741,36.620470,41.337656,41.464287,38.601796,38.277336,39.464865,31.350540,38.559937,45.744025,38.643668,42.548924,39.943403,36.594393,45.948248,44.905997,35.552256,36.124233,44.793039,41.445874,38.481762,37.900811,42.308377,39.404015,38.370291,39.079247,32.399403,40.828596,50.567783,38.309882,46.004200,39.650791,42.008505,37.112079,38.605360,52.008913,35.786626,41.751423,46.509038,45.200296,45.304530,47.286114,43.758018,41.784996,51.819486,47.140352,34.336715,42.707225,48.522847,46.746435,48.898267,46.764474,39.452947,49.360976,45.686822,42.167823,40.511911,46.711991,42.621555,47.206576,45.977903,45.515757,40.152869,44.222828,43.898109,45.140156,41.612917,47.726832,43.226259,48.334756,43.287799,42.990224,43.703963,44.386979,44.609315,47.905781,38.956238,40.296443,46.787020,47.095085,45.729102,44.216142,48.761935,43.431856,48.412604,42.046331,41.833811,47.137020,42.380581,46.547561,39.442430,45.019181,40.065889,46.179918
WinMart+,35.188944,35.742272,35.415646,37.391786,34.796905,0.000000,30.976657,43.538827,33.040390,36.802121,36.556588,38.754870,34.917962,35.497518,36.268978,32.980442,43.377344,33.655085,27.301674,33.725256,39.933832,43.864230,34.826310,39.456677,39.990621,33.235866,40.693084,42.655958,44.925619,35.599523,36.925984,40.767195,42.227635,36.144375,41.518483,38.143481,36.434648,36.938782,33.514168,39.186286,41.270005,43.396822,36.588135,42.329108,37.272798,34.394132,43.891911,44.088330,35.666924,33.249586,40.977916,34.522256,35.718008,39.996959,39.441767,40.031054,33.668026,39.791846,30.174819,38.450753,47.563835,36.870450,37.812987,41.542030,37.724546,32.924093,38.238582,51.432820,40.125048,39.610613,38.278296,34.148154,44.461387,45.682661,37.919102,34.281006,51.231935,46.083554,34.050304,36.783137,42.045636,40.488920,44.649889,45.417483,37.141901,47.262194,39.392810,38.855391,40.814111,41.120740,37.876242,41.024911,40.651377,40.348538,37.662455,38.236554,33.235402,37.695586,41.675535,41.926466,38.745357,46.714000,34.897681,37.107484,38.936677,37.871046,38.411530,42.272255,39.368528,35.379809,41.848031,43.048472,39.707858,38.340999,44.243463,40.567562,44.024326,38.329217,36.941633,42.482048,42.338754,42.481516,39.623173,41.125674,40.203897,42.648926
WinMart+,21.527243,47.383700,28.515770,42.066202,45.707772,38.142762,0.000000,48.352984,41.301445,38.420230,42.475360,40.000492,40.449264,41.031613,43.307092,41.691988,47.127701,42.845135,34.391316,40.765564,48.269002,34.429166,31.880193,44.725313,37.584362,41.560714,42.852779,45.796073,47.867139,42.465160,30.863401,36.200580,31.622884,40.766029,30.449866,45.830545,42.191837,32.488906,38.729296,35.593387,48.540702,45.401423,38.768013,45.281405,32.962122,40.567853,45.846765,35.534357,41.284888,38.898034,48.166440,44.921446,31.086043,40.263184,45.872048,42.324447,37.841220,31.070176,44.263071,37.457366,50.018321,40.271103,48.611513,41.987372,44.935182,40.560921,43.431717,57.784925,43.934296,35.141477,35.926362,42.143590,46.489311,48.007548,46.697544,44.422333,56.335284,47.510976,35.315728,39.098541,50.264242,48.708001,51.023825,47.201804,35.312802,49.343414,47.788173,38.288246,42.770025,48.472798,38.879359,49.022232,47.796780,47.260269,35.789373,40.253275,35.278260,47.043992,43.627915,49.347495,39.432988,40.763286,36.642366,39.227084,45.487110,40.095368,40.573943,49.432019,41.586773,37.930568,48.266298,39.755702,41.789877,40.324067,49.853539,43.218618,43.078769,39.107146,38.534611,48.515939,43.287356,40.824150,40.415270,46.404228,40.986537,40.203660
Siêu thị Đức Thành,39.175964,43.611182,34.612938,30.044392,44.095615,38.403136,38.748646,0.000000,38.713909,43.027529,37.353348,45.397896,40.193704,26.354826,40.900060,41.038903,42.689233,41.133146,32.767482,44.930693,46.959631,48.296359,40.821884,44.214212,42.916438,39.562363,43.339916,41.357390,47.092383,40.978451,40.692422,45.524864,41.066091,38.371866,39.673571,44.359636,40.447167,40.063213,41.669222,43.192185,41.422746,47.700498,40.455594,40.877393,41.500842,38.817400,47.751556,44.446644,37.323573,37.690049,47.381946,43.643148,39.988669,39.697482,44.608739,37.802091,40.166974,37.392066,34.162934,42.308452,52.184218,39.671168,48.140852,41.285302,43.839568,38.677826,40.744188,53.641477,37.308906,43.173380,46.487167,46.637403,45.009561,47.477812,45.819578,43.445491,53.298685,48.287858,35.699279,43.735754,50.199397,48.389192,51.018746,48.126402,38.723030,50.108038,47.355372,41.641995,39.423619,48.192842,43.924123,48.823642,47.399377,46.894227,39.457076,45.304009,44.989461,46.561962,40.687145,49.233214,44.460236,48.723749,44.236875,44.125901,44.997532,45.543704,45.757702,49.361094,40.370855,41.129587,48.097463,48.173842,46.821611,45.279410,49.933095,44.310628,49.573961,43.075747,42.735688,48.371243,42.138576,47.628087,39.106706,46.083033,39.764314,47.123706
WinMart+,32.562854,37.703048,31.508457,33.312847,29.574367,30.534413,34.306291,40.533000,0.000000,38.502993,32.827210,42.065141,30.316715,31.909209,30.517164,35.632335,41.279470,34.429568,25.808825,42.077674,36.293072,46.245879,37.449290,42.101908,40.905603,33.620020,40.441914,40.990230,43.641843,36.675255,37.712075,43.090330,40.895584,35.368875,40.024429,36.606307,37.376303,37.075620,39.057112,40.998135,41.432338,45.651100,37.469413,40.750655,39.111112,34.857112,45.907538,43.132697,33.969957,34.618313,40.972493,37.983101,37.514389,37.061122,38.735188,38.650252,37.684455,38.368506,29.913748,40.127504,46.992934,31.356511,38.875145,39.443107,39.255851,36.145731,37.279116,52.974639,34.517228,41.210301,45.087162,40.705797,43.669466,44.907702,40.765065,39.296561,52.602408,47.229076,32.960570,33.353309,43.473534,41.633396,46.340048,46.828495,39.032187,46.769037,40.378261,39.883788,39.724055,42.207791,38.451421,42.221901,41.627152,41.239658,39.654933,40.895755,40.543479,38.330233,40.662282,43.148539,39.348036,46.203825,40.350609,39.414048,39.597666,40.765679,41.051673,43.502082,36.707373,37.701447,42.856810,43.945148,42.471735,40.963875,45.395150,40.749362,45.115630,38.776953,39.036165,43.491263,41.973992,43.345435,39.224657,41.853388,39.822431,43.392689
Siêu Thị T-Mart,34.358902,34.914665,34.123009,40.312402,39.242476,36.620570,28.394615,46.182541,37.427583,0.000000,37.767523,39.857142,42.964717,36.662001,38.880309,26.969471,45.460991,38.960366,31.662666,32.328464,42.847805,46.823221,34.130774,42.904088,32.298033,37.569568,44.518712,44.385950,46.516610,39.318560,37.013848,42.182008,37.125814,35.901086,43.035668,41.700645,36.251345,36.969114,37.131760,39.756029,44.443306,45.895451,36.473483,43.966486,37.381752,37.320536,46.228537,39.037970,37.492201,32.170925,44.159717,36.834121,35.477072,36.637880,42.317498,41.395582,36.398594,41.182052,32.683693,38.813384,48.714177,36.885081,40.204848,39.037205,39.584349,38.074653,40.719747,56.183388,41.094339,40.190379,38.499418,40.323843,45.528020,46.843224,43.460061,36.167050,55.259687,47.687506,32.281388,36.773359,43.629620,42.135515,47.386591,47.287023,37.175315,48.235221,41.135965,39.120613,41.966676,42.554169,36.765359,42.622544,42.051046,41.742379,37.747181,38.473471,32.736520,39.300563,42.802909,43.371456,37.438145,47.636555,34.690303,37.191851,40.312025,38.067173,38.684086,43.649458,40.590446,35.217616,43.097492,38.025885,40.161354,38.589631,45.255391,41.039020,41.785819,37.553643,36.951206,43.611145,42.793094,39.332730,40.060367,38.197697,40.632560,38.837894
