instance,customer_id,x,y,distance_m,takeoff_s,horizontal_s,landing_s,total_one_way_s,total_one_way_min
6.5.1.txt,2,3763.891476363072,-3974.1268694620985,5473.624340454797,3.2051282051282053,174.87617701133536,6.410256410256411,184.49156162671997,3.0748593604453327
6.5.2.txt,2,2873.6700476364344,3922.129224130469,4862.209085740869,3.2051282051282053,155.34214331440478,6.410256410256411,164.9575279297894,2.7492921321631565
6.5.3.txt,3,2503.892589168549,3584.1307374614344,4372.124339644177,3.2051282051282053,139.68448369470212,6.410256410256411,149.29986831008674,2.4883311385014455
6.5.4.txt,2,-3392.587094910291,-3823.6827232443184,5111.770413916193,3.2051282051282053,163.31534868741832,6.410256410256411,172.93073330280293,2.8821788883800488
6.10.1.txt,3,-4518.310532722009,6765.890855091806,8135.871750041391,3.2051282051282053,259.93200479365464,6.410256410256411,269.5473894090393,4.492456490150655
6.10.2.txt,3,-7801.962557287281,6967.076165007338,10459.960326613387,3.2051282051282053,334.1840359940379,6.410256410256411,343.79942060942255,5.729990343490376
6.10.3.txt,3,-6707.411802495408,6900.014235161928,9622.867012158691,3.2051282051282053,307.43984064404765,6.410256410256411,317.0552252594323,5.2842537543238715
6.10.4.txt,6,2004.020681552962,-7544.709564232051,7806.327004469297,3.2051282051282053,249.4034186731405,6.410256410256411,259.01880328852513,4.316980054808752
6.20.1.txt,2,13822.327971743318,-3562.8381835943974,14274.122266567427,3.2051282051282053,456.04224493825643,6.410256410256411,465.6576295536411,7.7609604925606845
6.20.2.txt,4,-15084.860466577493,13605.716894218642,20314.24494047808,3.2051282051282053,649.0174102389162,6.410256410256411,658.6327948543009,10.977213247571681
6.20.3.txt,2,-10009.462664734612,-14692.955267347552,17778.421676993497,3.2051282051282053,568.0006925557028,6.410256410256411,577.6160771710875,9.626934619518124
6.20.4.txt,5,8668.387091250637,-15953.305675010532,18156.23575315335,3.2051282051282053,580.071429813206,6.410256410256411,589.6868144285907,9.828113573809844
10.5.1.txt,10,2428.9961345534507,-3946.885164873835,4634.428198427155,3.2051282051282053,148.06479867179408,6.410256410256411,157.6801832871787,2.6280030547863116
10.5.2.txt,7,-3346.050645578277,2979.000401881371,4480.010972886582,3.2051282051282053,143.13134098679174,6.410256410256411,152.74672560217635,2.5457787600362725
10.5.3.txt,7,-3935.9751445870465,-2628.4843719692035,4732.951556110981,3.2051282051282053,151.21250977990354,6.410256410256411,160.82789439528815,2.680464906588136
10.5.4.txt,7,3945.2865684600592,3933.0068001946343,5570.801432258072,3.2051282051282053,177.98087642997035,6.410256410256411,187.59626104535496,3.1266043507559163
10.10.1.txt,3,5777.475570492262,-7986.273425724185,9856.96642979285,3.2051282051282053,314.9190552649473,6.410256410256411,324.53443988033195,5.408907331338866
10.10.2.txt,5,-6320.614413064682,-7140.044049629824,9535.743053862936,3.2051282051282053,304.6563275994548,6.410256410256411,314.27171221483945,5.2378618702473245
10.10.3.txt,6,-7742.625339172207,-6738.001567012059,10263.961820849125,3.2051282051282053,327.9221029025279,6.410256410256411,337.53748751791255,5.625624791965209
10.10.4.txt,3,-7032.272404942465,7905.941264360283,10580.96226497524,3.2051282051282053,338.0499126190172,6.410256410256411,347.66529723440186,5.794421620573364
10.20.1.txt,3,-11875.443300301182,15677.759148650446,19667.69649709292,3.2051282051282053,628.360910450253,6.410256410256411,637.9762950656376,10.63293825109396
10.20.2.txt,3,13744.05265056827,16080.129768481507,21153.47623046382,3.2051282051282053,675.829911516416,6.410256410256411,685.4452961318007,11.424088268863345
10.20.3.txt,3,15933.153680531324,15946.005908790692,22541.971756051345,3.2051282051282053,720.190790928158,6.410256410256411,729.8061755435426,12.163436259059043
10.20.4.txt,4,15029.90268926885,-11031.247643588258,18643.66915129805,3.2051282051282053,595.6443818306086,6.410256410256411,605.2597664459933,10.087662774099888
12.5.1.txt,4,-3704.738961239619,2663.7227129875414,4562.94964497884,3.2051282051282053,145.78113881721535,6.410256410256411,155.39652343259996,2.5899420572099996
12.5.2.txt,11,-3245.914245362758,2992.70450965313,4415.001650095622,3.2051282051282053,141.0543658177515,6.410256410256411,150.6697504331361,2.511162507218935
12.5.3.txt,9,3900.375418080088,3280.5650196168763,5096.570930527436,3.2051282051282053,162.82974218937494,6.410256410256411,172.44512680475955,2.8740854467459926
12.5.4.txt,11,2891.780906494132,-3408.771574313702,4470.1365143598405,3.2051282051282053,142.81586307858916,6.410256410256411,152.43124769397377,2.540520794899563
12.10.1.txt,6,6990.471798326622,6062.399416146801,9253.074226660938,3.2051282051282053,295.62537465370406,6.410256410256411,305.2407592690887,5.087345987818145
12.10.2.txt,9,5981.5559803607075,7421.624574273642,9532.026188993155,3.2051282051282053,304.537577923104,6.410256410256411,314.1529625384886,5.235882708974811
12.10.3.txt,9,-5353.775398428767,7708.456245827172,9385.265510930049,3.2051282051282053,299.84873836837215,6.410256410256411,309.4641229837568,5.157735383062613
12.10.4.txt,5,-6631.942089694278,-7435.121582213587,9963.116421248766,3.2051282051282053,318.31042879389025,6.410256410256411,327.9258134092749,5.465430223487915
12.20.1.txt,9,14202.469779944597,-13327.90840894471,19476.73716019854,3.2051282051282053,622.2599731692824,6.410256410256411,631.875357784667,10.531255963077784
12.20.2.txt,5,15356.488668330943,15282.318103213687,21664.97151690695,3.2051282051282053,692.1716139586885,6.410256410256411,701.7869985740731,11.696449976234552
12.20.3.txt,7,15219.488444939716,-7272.52469956712,16867.793099023576,3.2051282051282053,538.9071277643314,6.410256410256411,548.5225123797161,9.142041872995268
12.20.4.txt,7,14557.735297128143,-13213.359531291077,19660.125306935643,3.2051282051282053,628.1190193909151,6.410256410256411,637.7344040062998,10.62890673343833
20.5.1.txt,14,-2193.575931753971,-3931.588658305353,4502.128912690704,3.2051282051282053,143.8379844310129,6.410256410256411,153.4533690463975,2.557556150773292
20.5.2.txt,3,-2421.5855675845332,3885.9088222399064,4578.685841581146,3.2051282051282053,146.28389270227302,6.410256410256411,155.89927731765763,2.5983212886276275
20.5.3.txt,9,-3587.617657150186,3885.059312122956,5288.164739548975,3.2051282051282053,168.95095014533467,6.410256410256411,178.5663347607193,2.9761055793453215
20.5.4.txt,19,-1299.6999946961328,-3750.791287402377,3969.5913338612963,3.2051282051282053,126.82400427671872,6.410256410256411,136.43938889210335,2.273989814868389
20.10.1.txt,7,-7447.464077118219,6912.0073219811775,10160.736508693046,3.2051282051282053,324.62416960680656,6.410256410256411,334.2395542221912,5.57065923703652
20.10.2.txt,12,7543.256004643216,-7236.099488499942,10452.839181727377,3.2051282051282053,333.95652337787146,6.410256410256411,343.5719079932561,5.726198466554268
20.10.3.txt,14,-7983.158374406523,5944.19070462078,9953.101062671729,3.2051282051282053,317.9904492866367,6.410256410256411,327.60583390202135,5.460097231700356
